,PLAYER_NAME,GROUP_VALUE,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK
10,Kemba Walker,2011-12,CHA,66,7,59,0.106,27.2,4.3,11.6,0.366,1.0,3.4,0.305,2.5,3.2,0.789,0.5,3.1,3.5,4.4,1.8,0.9,0.3,0.7,1.2,3.4,12.1,-7.7,24.8,2,1,7,11,2,11,11,11,10,11,11,11,10,10,10,11,9,7,8,10,9,9,7,10,10,10,11,11,11,8,1
3,Carlos Boozer,2011-12,CHI,66,50,16,0.758,29.5,6.8,12.8,0.532,0.0,0.0,0.0,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1.7,1.0,0.4,0.7,2.5,1.6,15.0,4.1,30.3,18,0,9,2,10,2,10,7,9,6,2,5,2,12,13,11,12,8,10,10,11,5,6,13,13,9,10,3,10,11,2
13,Derrick Rose,2011-12,CHI,39,32,7,0.821,35.2,7.7,17.8,0.435,1.4,4.4,0.312,5.0,6.1,0.812,0.7,2.7,3.4,7.9,3.1,0.9,0.7,0.9,1.3,4.3,21.8,7.4,39.5,9,0,9,5,12,1,4,3,2,10,5,4,7,2,2,12,9,6,6,1,4,3,1,10,4,2,2,1,2,2,2
8,Joakim Noah,2011-12,CHI,64,48,16,0.75,30.4,3.9,7.7,0.508,0.0,0.0,0.0,2.4,3.2,0.748,3.8,6.0,9.8,2.5,1.4,0.6,1.4,1.0,2.5,2.7,10.2,4.5,30.5,24,1,6,1,9,2,5,5,5,4,1,8,1,5,5,3,3,6,5,5,7,7,5,2,9,5,5,1,5,4,3
9,Luol Deng,2011-12,CHI,54,42,12,0.778,39.4,5.8,14.0,0.412,1.5,4.0,0.367,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1.8,1.0,0.7,0.8,1.5,2.5,15.3,7.0,30.8,10,0,11,4,14,1,1,7,7,15,1,2,3,11,11,7,12,4,5,3,8,5,2,7,11,11,7,1,6,5,1
7,Alonzo Gee,2011-12,CLE,63,20,43,0.317,29.0,3.6,8.7,0.412,0.7,2.2,0.321,2.7,3.4,0.788,1.6,3.5,5.1,1.8,1.8,1.3,0.3,0.9,2.4,2.2,10.6,-3.4,22.3,2,0,4,4,3,6,2,2,2,8,2,2,5,1,1,3,1,1,1,1,1,1,4,3,2,1,1,7,1,1,1
2,Antawn Jamison,2011-12,CLE,65,20,45,0.308,33.1,6.5,16.1,0.403,1.4,4.1,0.341,2.8,4.2,0.683,1.9,4.4,6.3,2.0,1.4,0.8,0.7,0.8,2.5,3.2,17.2,-4.6,30.7,7,0,11,10,5,12,11,13,11,16,6,5,10,11,11,14,13,11,15,3,12,14,1,4,7,7,12,13,12,14,1
10,Kyrie Irving,2011-12,CLE,51,17,34,0.333,30.5,6.9,14.6,0.469,1.4,3.6,0.399,3.4,3.8,0.872,0.9,2.9,3.7,5.4,3.1,1.1,0.4,1.0,2.2,2.9,18.5,-3.2,32.3,1,0,9,9,3,10,11,11,11,6,10,11,6,8,8,8,4,8,6,7,2,10,5,3,7,9,10,11,10,8,4
7,Dirk Nowitzki,2011-12,DAL,62,33,29,0.532,33.5,7.6,16.7,0.457,1.3,3.4,0.368,5.1,5.7,0.896,0.7,6.0,6.7,2.2,1.9,0.7,0.5,0.5,2.1,5.1,21.6,4.2,34.6,11,0,17,16,10,14,13,12,9,16,12,12,16,11,11,6,13,14,13,14,9,13,19,12,15,6,13,11,13,12,3
6,Jason Terry,2011-12,DAL,63,34,29,0.54,31.7,5.7,13.2,0.43,2.2,5.8,0.378,1.6,1.8,0.883,0.3,2.1,2.4,3.6,2.0,1.2,0.2,0.5,1.1,1.6,15.1,0.2,25.3,0,0,17,12,10,9,9,11,9,11,3,2,9,12,12,3,12,7,8,11,6,9,11,10,18,7,11,13,12,12,2
3,Shawn Marion,2011-12,DAL,63,34,29,0.54,30.5,4.6,10.3,0.446,0.3,1.1,0.294,1.2,1.5,0.796,2.3,5.1,7.4,2.1,1.6,1.1,0.6,0.7,1.4,1.2,10.6,-1.3,26.0,12,0,12,12,6,11,14,15,15,16,11,11,10,16,16,10,10,13,13,6,8,14,16,8,17,9,15,13,13,10,1
8,Vince Carter,2011-12,DAL,61,33,28,0.541,25.3,3.7,8.9,0.411,1.2,3.4,0.361,1.6,1.9,0.826,0.5,2.8,3.4,2.3,1.4,0.9,0.4,0.3,2.2,2.0,10.1,3.6,20.1,1,0,14,12,15,10,17,18,18,17,16,17,13,17,18,3,16,15,17,17,14,14,17,17,19,9,18,5,18,13,5
2,Al Harrington,2011-12,DEN,64,36,28,0.563,27.5,5.4,12.1,0.446,1.6,4.7,0.333,1.9,2.8,0.676,1.1,5.0,6.1,1.4,1.8,0.9,0.2,0.8,2.8,2.2,14.2,2.6,25.1,9,0,10,6,8,7,11,7,8,8,7,5,10,10,10,14,13,3,9,12,11,9,11,8,12,8,7,1,8,5,1
10,Andre Miller,2011-12,DEN,66,38,28,0.576,27.4,3.7,8.4,0.438,0.3,1.3,0.217,2.1,2.6,0.811,0.8,2.5,3.3,6.7,2.7,1.0,0.1,0.8,2.0,2.3,9.7,2.6,24.3,8,0,13,9,12,9,13,15,14,20,3,2,11,14,14,10,14,11,13,10,6,14,11,14,14,9,14,4,14,12,7
8,Arron Afflalo,2011-12,DEN,62,36,26,0.581,33.7,5.3,11.3,0.471,1.4,3.6,0.398,3.2,4.0,0.798,0.6,2.5,3.2,2.4,1.4,0.6,0.2,1.0,2.2,2.4,15.2,0.5,23.6,1,0,8,4,10,4,4,3,4,2,5,6,7,2,2,10,3,6,6,4,4,3,3,1,4,3,3,5,3,2,1
9,Danilo Gallinari,2011-12,DEN,43,27,16,0.628,31.4,4.5,10.8,0.414,1.4,4.3,0.328,4.2,4.9,0.871,0.7,4.0,4.7,2.7,1.6,1.0,0.5,0.6,2.0,4.1,14.6,5.1,27.2,2,0,10,7,11,3,7,8,8,9,13,11,13,7,7,10,7,9,10,1,2,1,3,6,4,7,10,1,6,6,1
7,Ty Lawson,2011-12,DEN,61,36,25,0.59,34.8,6.1,12.6,0.488,1.2,3.3,0.365,2.9,3.5,0.824,0.9,2.8,3.7,6.6,2.4,1.3,0.1,1.1,1.5,3.3,16.4,2.3,32.6,11,0,7,4,6,5,3,2,3,3,1,1,4,4,4,1,1,1,1,4,4,3,5,2,6,4,3,4,3,3,2
3,Ben Gordon,2011-12,DET,52,20,32,0.385,26.9,4.5,10.2,0.442,1.2,2.8,0.429,2.3,2.6,0.86,0.3,2.1,2.3,2.4,2.2,0.7,0.2,0.6,2.2,2.1,12.5,-3.6,19.3,0,0,10,7,10,7,6,7,7,3,8,9,2,7,7,6,8,5,7,6,5,6,3,7,7,6,7,10,7,1,1
14,Brandon Knight,2011-12,DET,66,25,41,0.379,32.2,4.8,11.7,0.415,1.6,4.2,0.38,1.6,2.1,0.759,0.5,2.7,3.2,3.8,2.6,0.7,0.2,0.7,2.3,2.6,12.8,-3.9,22.5,3,0,3,3,3,4,4,4,6,4,6,8,3,9,9,10,4,4,5,7,5,5,4,3,2,7,6,8,5,3,2
16,Greg Monroe,2011-12,DET,66,25,41,0.379,31.5,6.2,11.8,0.521,0.0,0.0,0.0,3.0,4.1,0.739,3.6,6.0,9.7,2.3,2.4,1.3,0.7,1.1,2.7,3.5,15.4,-3.1,33.8,30,0,7,7,6,8,3,3,5,9,2,5,2,4,4,6,1,5,2,6,2,2,3,5,1,4,3,14,3,5,3
5,Rodney Stuckey,2011-12,DET,55,23,32,0.418,29.9,4.7,10.9,0.429,0.6,1.9,0.317,4.9,5.8,0.834,0.7,1.9,2.6,3.8,1.9,0.8,0.2,0.9,2.3,4.1,14.8,-0.6,24.6,0,0,9,8,7,6,4,6,5,5,3,3,2,1,1,3,4,8,7,4,4,5,2,4,4,2,3,4,4,6,1
9,Tayshaun Prince,2011-12,DET,63,25,38,0.397,33.1,5.3,12.7,0.421,0.6,1.7,0.356,1.4,1.8,0.774,1.1,3.3,4.5,2.4,1.2,0.4,0.5,0.4,1.2,1.6,12.7,-3.8,23.3,2,0,10,12,4,12,6,7,2,15,6,7,12,9,9,6,7,9,8,8,7,14,6,7,6,8,8,16,8,7,1
5,Brandon Rush,2011-12,GSW,65,23,42,0.354,26.4,3.6,7.2,0.501,1.5,3.4,0.452,1.0,1.3,0.793,0.5,3.4,3.9,1.4,1.0,0.5,0.9,0.4,1.0,1.1,9.8,-1.2,19.7,1,0,5,6,2,7,2,2,4,2,1,2,1,2,3,1,1,2,2,2,3,3,1,4,5,3,1,4,2,3,1
7,David Lee,2011-12,GSW,57,22,35,0.386,37.2,8.1,16.2,0.503,0.0,0.1,0.0,3.8,4.9,0.782,3.0,6.6,9.6,2.8,2.6,0.9,0.4,1.5,3.1,4.0,20.1,-2.5,37.2,27,1,10,9,6,10,2,2,1,12,2,2,2,1,1,7,3,7,6,4,2,4,8,1,3,1,2,11,3,7,1
3,Dorell Wright,2011-12,GSW,61,22,39,0.361,27.0,3.6,8.6,0.422,1.7,4.8,0.36,1.3,1.6,0.816,1.0,3.6,4.6,1.5,0.8,1.0,0.4,0.4,1.6,1.2,10.3,-2.9,21.4,5,0,6,7,3,10,2,2,2,6,2,2,7,3,3,6,3,3,3,3,5,3,6,2,4,3,2,9,2,2,1
8,Klay Thompson,2011-12,GSW,66,23,43,0.348,24.4,4.8,10.9,0.443,1.7,4.1,0.414,1.2,1.4,0.868,0.4,2.1,2.4,2.0,1.6,0.7,0.3,0.5,2.3,1.2,12.5,-2.0,20.0,0,0,8,8,1,8,8,9,9,7,9,9,6,8,8,4,8,8,9,8,8,8,9,6,3,8,9,9,9,4,1
5,Monta Ellis,2011-12,TOT,58,29,29,0.5,36.6,7.8,17.9,0.433,1.1,3.5,0.308,3.8,4.7,0.796,0.3,3.1,3.4,6.0,3.1,1.5,0.3,0.6,2.3,4.3,20.4,-0.5,35.7,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,Monta Ellis,2011-12,MIL,21,12,9,0.571,36.0,6.9,16.0,0.432,0.6,2.1,0.267,3.2,4.2,0.764,0.2,3.3,3.5,5.9,2.6,1.4,0.3,0.4,2.5,3.3,17.6,1.2,33.0,1,0,13,12,13,4,7,9,7,10,9,8,12,8,8,8,13,4,7,3,8,11,10,11,5,9,9,4,7,9,1
7,Monta Ellis,2011-12,GSW,37,17,20,0.459,36.9,8.2,19.0,0.433,1.4,4.2,0.321,4.1,5.0,0.812,0.4,3.0,3.4,6.0,3.3,1.5,0.3,0.7,2.3,4.8,21.9,-1.5,37.3,4,0,11,10,11,10,5,3,3,9,2,2,5,4,5,2,10,7,8,2,2,10,6,6,9,1,3,10,4,6,1
14,Courtney Lee,2011-12,HOU,58,30,28,0.517,30.3,4.3,10.0,0.433,1.5,3.7,0.401,1.2,1.5,0.826,0.4,2.3,2.7,1.5,1.1,1.2,0.4,0.5,1.8,1.1,11.4,0.8,20.5,0,0,8,6,6,8,5,3,2,14,1,1,8,6,6,11,5,6,6,8,2,3,3,2,6,3,3,7,4,2,1
12,Goran Dragic,2011-12,HOU,66,34,32,0.515,26.5,4.2,9.1,0.462,1.0,3.1,0.337,2.3,2.9,0.805,0.8,1.7,2.5,5.3,2.4,1.3,0.2,0.5,2.5,2.7,11.7,1.0,24.7,8,0,7,7,4,11,11,11,11,7,10,9,11,7,7,4,5,13,12,6,6,3,12,8,6,7,11,5,10,2,3
6,Kevin Martin,2011-12,HOU,40,20,20,0.5,31.6,5.6,13.4,0.413,2.0,5.6,0.347,4.0,4.5,0.894,0.3,2.3,2.7,2.8,1.8,0.7,0.1,0.5,1.8,3.0,17.1,-0.4,24.9,0,0,9,8,9,6,9,9,8,10,4,2,11,9,9,3,12,10,10,1,6,11,11,9,11,9,9,7,9,7,1
10,Kyle Lowry,2011-12,HOU,47,24,23,0.511,32.1,4.5,10.9,0.409,1.7,4.5,0.374,3.6,4.2,0.864,0.8,3.7,4.5,6.6,2.8,1.6,0.3,0.7,2.8,4.4,14.3,0.9,32.4,4,1,13,11,10,12,11,10,9,14,11,11,8,5,7,3,8,10,10,10,6,3,10,6,7,5,8,12,9,12,7
5,Luis Scola,2011-12,HOU,66,34,32,0.515,31.3,6.6,13.5,0.491,0.0,0.0,0.0,2.3,3.0,0.773,1.8,4.6,6.5,2.1,2.3,0.5,0.4,1.0,3.2,3.2,15.5,1.0,26.9,11,0,9,8,5,5,3,3,2,5,7,7,7,4,4,3,6,6,6,3,1,8,3,1,1,3,3,4,4,5,1
5,Danny Granger,2011-12,IND,62,41,21,0.661,33.3,6.3,15.2,0.416,2.0,5.2,0.381,4.1,4.7,0.873,1.3,3.7,5.0,1.8,1.8,1.0,0.6,1.1,2.3,3.0,18.7,4.8,30.4,0,0,6,1,7,4,6,5,4,8,5,4,5,4,5,3,3,5,5,5,5,5,7,3,7,5,5,1,5,7,1
8,Darren Collison,2011-12,IND,60,36,24,0.6,31.3,3.8,8.7,0.44,0.6,1.6,0.362,2.1,2.6,0.83,0.5,2.6,3.1,4.8,1.9,0.8,0.2,0.8,1.7,2.1,10.4,2.0,22.5,3,0,9,5,9,2,2,10,8,10,9,9,8,7,6,9,5,2,2,7,5,10,2,3,8,5,10,2,9,7,2
6,David West,2011-12,IND,66,42,24,0.636,29.2,5.3,10.8,0.487,0.0,0.1,0.222,2.2,2.7,0.807,1.8,4.8,6.6,2.1,1.4,0.8,0.7,0.5,2.4,2.5,12.8,3.3,26.9,12,0,12,8,10,6,9,9,9,9,13,10,11,9,9,7,8,10,10,10,10,7,13,9,7,9,9,5,10,8,2
10,Paul George,2011-12,IND,66,42,24,0.636,29.7,4.3,9.7,0.44,1.4,3.5,0.385,2.2,2.8,0.802,0.8,4.8,5.6,2.4,1.8,1.6,0.6,0.8,2.9,2.5,12.1,3.7,27.3,2,0,7,6,8,5,9,10,10,4,11,11,7,10,10,10,5,9,10,10,11,7,2,9,2,10,10,6,10,10,4
7,Roy Hibbert,2011-12,IND,65,41,24,0.631,29.8,5.1,10.3,0.497,0.0,0.0,0.0,2.6,3.7,0.711,3.3,5.5,8.8,1.7,2.0,0.5,2.0,0.8,3.0,3.5,12.8,3.3,31.3,21,0,8,3,8,3,1,1,3,3,4,7,4,1,1,8,2,1,1,3,3,2,3,3,7,2,1,3,1,2,2
4,Tyler Hansbrough,2011-12,IND,66,42,24,0.636,21.8,2.9,7.3,0.405,0.0,0.0,0.0,3.4,4.2,0.813,1.7,2.7,4.4,0.5,1.0,0.8,0.1,0.7,2.4,3.3,9.3,-0.4,17.1,2,0,4,3,5,1,2,2,3,6,3,7,3,1,1,1,5,3,5,3,2,1,7,3,2,1,2,4,3,4,1
14,Blake Griffin,2011-12,LAC,66,40,26,0.606,36.2,8.5,15.5,0.549,0.0,0.2,0.125,3.7,7.1,0.521,3.3,7.6,10.9,3.2,2.3,0.8,0.7,0.8,3.3,6.9,20.7,5.1,40.9,41,0,6,4,3,8,2,4,9,1,14,14,14,9,4,14,1,2,2,12,9,6,1,5,2,4,8,5,5,3,8
6,Caron Butler,2011-12,LAC,63,39,24,0.619,29.7,4.6,11.2,0.407,1.5,4.1,0.358,1.4,1.7,0.813,0.7,3.0,3.7,1.2,1.2,0.8,0.1,0.7,2.0,1.3,12.0,4.5,19.9,1,0,8,3,11,5,11,10,10,13,4,4,6,12,11,13,11,13,12,12,12,12,13,11,12,8,10,2,12,10,2
10,Chris Paul,2011-12,LAC,60,37,23,0.617,36.3,7.1,14.8,0.478,1.3,3.6,0.371,4.3,5.0,0.861,0.7,2.9,3.6,9.1,2.1,2.5,0.1,0.6,2.3,4.4,19.8,5.5,43.4,23,0,13,13,9,12,5,3,4,8,8,8,7,5,5,11,6,17,17,11,17,3,13,5,14,8,3,9,7,11,12
6,Mo Williams,2011-12,LAC,52,29,23,0.558,28.3,5.0,11.8,0.426,1.8,4.6,0.389,1.4,1.5,0.9,0.4,1.5,1.9,3.1,1.7,1.0,0.1,0.6,2.0,1.4,13.2,-0.8,21.8,0,0,9,5,10,5,9,7,8,8,5,5,4,12,12,3,8,14,13,13,13,5,9,4,13,12,8,5,12,13,2
7,Randy Foye,2011-12,LAC,65,40,25,0.615,25.9,3.9,9.9,0.398,2.0,5.1,0.386,1.1,1.3,0.859,0.4,1.7,2.1,2.2,1.1,0.7,0.4,0.5,2.0,1.2,11.0,0.9,19.0,1,0,7,2,10,1,5,4,4,6,3,4,3,8,8,3,4,6,6,8,9,6,4,5,6,8,4,2,4,4,1
3,Andrew Bynum,2011-12,LAL,60,38,22,0.633,35.2,7.4,13.3,0.558,0.0,0.1,0.2,3.9,5.6,0.692,3.2,8.6,11.8,1.4,2.5,0.5,1.9,1.0,1.7,4.7,18.7,1.9,39.6,37,0,3,4,2,6,1,1,1,5,1,1,1,1,1,6,1,1,1,3,1,2,3,1,6,1,1,5,1,1,1
4,Kobe Bryant,2011-12,LAL,58,36,22,0.621,38.5,9.9,23.0,0.43,1.5,4.9,0.303,6.6,7.8,0.845,1.1,4.3,5.4,4.6,3.5,1.2,0.3,0.8,1.8,5.8,27.9,2.4,42.1,3,0,17,15,13,11,9,5,3,15,9,8,15,9,9,7,8,11,11,15,5,16,15,15,17,6,6,12,12,16,10
9,Pau Gasol,2011-12,LAL,65,41,24,0.631,37.4,7.1,14.1,0.501,0.1,0.4,0.259,3.1,4.0,0.782,2.8,7.6,10.4,3.6,2.2,0.6,1.4,0.9,2.0,3.6,17.4,2.4,38.9,42,1,10,9,13,6,2,9,6,12,8,6,14,14,14,7,6,3,4,4,10,6,14,11,14,11,13,9,7,4,3
11,Marc Gasol,2011-12,MEM,65,40,25,0.615,36.5,5.5,11.4,0.482,0.0,0.2,0.083,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1.9,1.0,1.9,0.6,3.1,4.9,14.6,4.2,36.6,24,0,8,4,8,6,1,7,7,6,11,9,11,6,3,10,5,2,2,10,10,6,1,2,5,3,6,4,5,3,5
10,Mike Conley,2011-12,MEM,62,38,24,0.613,35.1,4.8,11.0,0.433,1.0,2.6,0.377,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.0,2.2,0.2,0.6,2.1,2.1,12.7,4.2,30.6,8,0,9,6,9,6,2,12,11,11,14,14,7,11,11,1,13,14,13,2,7,1,10,6,4,12,12,4,8,2,1
4,O.J. Mayo,2011-12,MEM,66,41,25,0.621,26.8,4.5,11.2,0.408,1.5,4.2,0.364,2.0,2.6,0.773,0.5,2.7,3.2,2.6,1.9,1.1,0.3,0.5,2.1,2.1,12.6,0.5,22.7,0,0,6,1,7,1,4,4,4,5,5,5,5,4,4,7,5,4,4,6,4,5,2,6,7,4,4,2,4,3,1
14,Rudy Gay,2011-12,MEM,65,41,24,0.631,37.3,7.5,16.4,0.455,0.8,2.7,0.312,3.2,4.0,0.791,2.0,4.4,6.4,2.3,2.5,1.5,0.8,1.0,2.1,2.9,19.0,1.5,34.5,8,0,9,2,11,4,4,5,4,10,14,14,16,9,9,10,1,12,5,8,7,6,6,5,13,11,8,8,7,3,1
4,Chris Bosh,2011-12,MIA,57,42,15,0.737,35.2,6.9,14.2,0.487,0.2,0.6,0.286,4.0,4.9,0.821,1.6,6.3,7.9,1.8,2.1,0.9,0.8,0.9,2.2,3.6,18.0,6.8,33.2,11,0,11,4,13,2,9,7,8,8,5,6,9,10,10,2,10,8,8,10,8,5,10,7,10,8,9,2,10,11,1
9,Dwyane Wade,2011-12,MIA,49,32,17,0.653,33.2,8.5,17.1,0.497,0.3,1.1,0.268,4.8,6.1,0.791,1.5,3.3,4.8,4.6,2.6,1.7,1.3,0.6,2.2,4.1,22.1,7.0,41.0,4,0,15,11,15,5,10,7,9,4,11,11,12,8,9,4,2,10,7,11,13,7,2,11,9,9,8,3,8,8,5
10,LeBron James,2011-12,MIA,62,45,17,0.726,37.5,10.0,18.9,0.531,0.9,2.4,0.362,6.2,8.1,0.771,1.5,6.4,7.9,6.2,3.4,1.9,0.8,0.5,1.5,6.1,27.1,7.6,50.6,23,0,16,13,13,6,12,8,12,5,18,19,6,7,7,2,2,8,5,17,10,2,8,18,18,6,10,7,12,12,18
7,Mario Chalmers,2011-12,MIA,64,45,19,0.703,28.5,3.5,7.8,0.448,1.6,4.1,0.388,1.3,1.6,0.792,0.3,2.4,2.7,3.5,2.2,1.5,0.2,0.3,2.6,1.8,9.8,6.1,21.1,0,0,8,4,7,3,4,1,3,2,2,1,2,7,7,6,6,1,3,6,2,5,4,9,7,7,5,3,5,5,1
10,Brandon Jennings,2011-12,MIL,66,31,35,0.47,35.3,7.1,17.0,0.418,2.0,5.9,0.332,2.9,3.6,0.808,0.7,2.7,3.4,5.5,2.2,1.6,0.3,0.8,1.7,2.4,19.1,-1.6,35.0,6,0,4,3,5,5,2,1,1,1,2,1,7,4,3,6,1,3,3,5,5,1,1,3,5,6,1,7,1,3,2
4,Drew Gooden,2011-12,MIL,56,26,30,0.464,26.2,5.1,11.7,0.437,0.3,1.0,0.291,3.1,3.7,0.846,2.3,4.2,6.5,2.6,1.9,0.8,0.6,0.6,2.0,2.9,13.7,-2.8,27.7,13,1,5,7,5,13,11,6,2,15,3,3,5,2,4,5,10,13,13,1,5,4,7,12,15,3,4,14,4,6,1
16,Ersan Ilyasova,2011-12,MIL,60,28,32,0.467,27.6,4.9,10.0,0.492,0.9,1.9,0.455,2.4,3.1,0.781,3.3,5.6,8.8,1.2,1.3,0.7,0.7,0.6,2.2,3.1,13.0,0.3,28.4,20,0,6,5,6,8,1,3,4,1,12,17,1,1,1,10,1,1,1,6,4,9,1,4,13,1,3,10,1,1,1
7,Mike Dunleavy,2011-12,MIL,55,29,26,0.527,26.3,4.3,9.2,0.474,1.5,3.8,0.399,2.1,2.6,0.811,0.5,3.2,3.7,2.1,1.1,0.5,0.1,0.3,1.6,2.2,12.3,3.1,20.9,0,0,11,9,11,4,11,5,9,2,6,7,6,5,5,7,10,11,12,9,12,14,16,11,13,6,5,2,10,9,1
10,Kevin Love,2011-12,MIN,55,24,31,0.436,39.0,8.6,19.3,0.448,1.9,5.1,0.372,6.9,8.4,0.824,4.1,9.2,13.3,2.0,2.3,0.9,0.5,1.2,2.8,6.9,26.0,0.5,46.8,48,0,10,6,6,8,1,1,1,7,10,10,7,1,1,7,2,5,3,10,3,2,4,3,1,1,2,7,2,3,2
