,PLAYER_NAME,GROUP_VALUE,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK
1,Bogdan Bogdanovic,2020-21,ATL,44,30,14,0.682,29.7,6.1,12.8,0.473,3.3,7.6,0.438,0.9,1.0,0.909,0.5,3.2,3.6,3.3,1.2,1.1,0.3,0.4,2.3,1.4,16.4,2.5,28.7,0,0,4,2,5,1,1,1,1,1,1,1,1,5,5,1,2,2,2,3,4,1,1,3,1,5,1,1,1,3,1
1,Clint Capela,2020-21,ATL,63,34,29,0.54,30.1,6.6,11.0,0.594,0.0,0.0,0.0,2.1,3.6,0.573,4.7,9.6,14.3,0.8,1.2,0.7,2.0,0.8,2.3,2.6,15.2,4.0,40.6,48,1,5,5,2,6,3,2,1,5,1,4,1,2,2,2,1,1,1,6,5,5,1,5,7,4,2,2,1,1,1
1,Danilo Gallinari,2020-21,ATL,51,29,22,0.569,24.0,4.0,9.3,0.434,2.0,5.0,0.406,3.2,3.4,0.925,0.3,3.8,4.1,1.5,0.8,0.6,0.2,0.4,2.1,2.5,13.3,1.8,22.0,2,0,8,5,8,6,12,10,12,5,4,8,3,10,11,4,14,10,12,11,12,12,11,10,3,12,11,7,11,6,1
1,John Collins,2020-21,ATL,63,34,29,0.54,29.3,6.8,12.2,0.556,1.3,3.3,0.399,2.7,3.2,0.833,1.9,5.5,7.4,1.2,1.3,0.5,1.0,0.8,3.1,3.1,17.6,2.9,31.7,16,0,2,1,3,1,4,3,3,4,3,2,3,4,4,1,4,4,4,5,4,4,4,3,4,4,3,1,4,3,1
1,Kevin Huerter,2020-21,ATL,69,40,29,0.58,30.8,4.6,10.6,0.432,2.0,5.6,0.363,0.7,0.9,0.781,0.6,2.8,3.3,3.5,1.1,1.2,0.3,0.4,2.4,0.8,11.9,1.0,24.4,3,0,2,1,3,1,2,1,2,2,2,2,3,2,2,3,3,3,3,2,4,1,3,1,2,3,2,2,2,1,1
1,Trae Young,2020-21,ATL,63,36,27,0.571,33.7,7.7,17.7,0.438,2.2,6.3,0.343,7.7,8.7,0.886,0.6,3.3,3.9,9.4,4.1,0.8,0.2,1.0,1.8,6.8,25.3,4.2,43.1,28,0,2,1,3,1,3,3,3,2,3,3,3,2,2,2,3,2,3,1,2,4,1,4,1,2,3,1,3,2,3
1,Jaylen Brown,2020-21,BOS,58,30,28,0.517,34.5,9.3,19.2,0.484,2.8,7.1,0.397,3.3,4.3,0.764,1.2,4.8,6.0,3.4,2.7,1.2,0.6,1.1,2.9,4.1,24.7,1.2,39.5,10,0,4,5,2,5,2,1,2,1,1,2,1,2,2,2,1,3,3,1,2,1,1,3,2,2,1,4,1,1,2
1,Jayson Tatum,2020-21,BOS,64,34,30,0.531,35.8,9.5,20.6,0.459,2.9,7.6,0.386,4.6,5.3,0.868,0.8,6.6,7.4,4.3,2.7,1.2,0.5,1.0,1.9,4.2,26.4,2.5,44.1,15,1,4,4,2,4,2,1,2,2,1,2,3,2,2,1,4,2,2,1,2,2,5,2,5,2,1,5,1,1,1
1,Kemba Walker,2020-21,BOS,43,22,21,0.512,31.8,6.6,15.7,0.42,3.0,8.2,0.36,3.1,3.5,0.899,0.4,3.6,4.0,4.9,2.0,1.1,0.3,1.1,1.4,3.8,19.3,2.2,33.6,0,0,10,7,9,5,8,6,7,7,4,3,6,9,9,1,11,4,4,8,8,7,9,7,7,9,6,5,8,11,4
1,Marcus Smart,2020-21,BOS,48,24,24,0.5,32.9,4.2,10.6,0.398,1.9,5.9,0.33,2.7,3.4,0.79,0.8,2.7,3.5,5.7,2.0,1.5,0.5,0.2,2.6,3.0,13.1,1.9,29.7,3,0,7,7,5,8,2,2,2,2,2,2,4,1,1,5,5,5,6,1,4,5,2,7,4,4,1,5,1,1,2
