,PLAYER_NAME,GROUP_VALUE,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK
10,Joe Johnson,2012-13,BKN,72,43,29,0.597,36.7,6.2,14.6,0.423,2.1,5.5,0.375,1.8,2.2,0.82,0.7,2.3,3.0,3.5,1.7,0.7,0.2,0.3,1.4,2.0,16.3,4.0,26.1,0,0,11,6,12,8,8,10,9,16,5,1,8,10,10,7,12,18,17,14,13,15,10,15,16,10,10,3,11,14,3
2,Ben Gordon,2012-13,CHA,75,19,56,0.253,20.8,4.1,10.1,0.408,1.5,3.9,0.387,1.4,1.7,0.843,0.2,1.5,1.7,1.9,1.8,0.5,0.2,0.7,1.8,1.7,11.2,-5.7,16.3,0,0,6,8,1,11,9,9,8,10,6,6,8,9,9,8,9,9,9,9,8,10,2,5,9,7,9,11,9,1,1
4,Gerald Henderson,2012-13,CHA,68,15,53,0.221,31.4,5.6,12.6,0.447,0.5,1.5,0.33,3.8,4.6,0.824,0.8,2.9,3.7,2.6,1.6,1.0,0.5,0.7,2.2,4.2,15.5,-5.9,26.7,2,0,5,7,1,7,3,2,2,3,5,5,5,1,1,2,2,4,3,1,2,1,1,1,2,1,1,7,1,1,1
9,Kemba Walker,2012-13,CHA,82,21,61,0.256,34.9,6.4,15.2,0.423,1.3,4.0,0.322,3.6,4.5,0.798,0.7,2.7,3.5,5.7,2.4,2.0,0.4,1.3,1.9,4.0,17.7,-5.7,35.1,5,0,1,8,1,10,4,7,9,6,10,10,9,8,7,10,1,10,10,3,2,1,6,4,1,7,7,10,5,4,4
9,Michael Kidd-Gilchrist,2012-13,CHA,78,20,58,0.256,26.0,3.6,7.9,0.458,0.0,0.1,0.222,1.8,2.4,0.749,1.7,4.2,5.8,1.5,1.3,0.7,0.9,1.2,2.1,1.9,9.0,-3.7,21.8,6,0,2,6,1,9,4,5,3,7,4,6,4,5,4,5,5,4,4,1,1,3,2,1,4,5,5,9,4,3,1
11,Ramon Sessions,2012-13,CHA,61,13,48,0.213,27.1,4.5,11.1,0.408,0.5,1.8,0.308,4.8,5.7,0.839,0.4,2.3,2.8,3.8,1.7,0.8,0.1,1.1,1.5,4.2,14.4,-6.2,24.3,0,0,5,9,3,12,4,2,1,10,4,2,9,2,2,2,8,7,7,7,7,3,2,1,6,1,2,15,6,10,2
2,Carlos Boozer,2012-13,CHI,79,43,36,0.544,32.2,6.9,14.4,0.477,0.0,0.0,0.0,2.4,3.3,0.731,2.2,7.5,9.8,2.3,2.2,0.8,0.4,1.1,3.0,2.8,16.2,-0.9,32.7,44,0,3,6,4,8,7,6,3,12,2,3,2,9,9,6,8,5,6,7,6,8,7,7,7,6,7,8,8,4,2
11,Jimmy Butler,2012-13,CHI,82,45,37,0.549,26.0,2.9,6.2,0.467,0.5,1.3,0.381,2.3,2.8,0.803,1.7,2.3,4.0,1.4,0.8,1.0,0.4,0.7,1.2,2.2,8.6,0.7,18.7,4,0,1,1,1,10,11,11,11,5,9,11,1,11,11,9,7,11,11,11,11,11,10,9,11,11,11,10,11,7,6
7,Joakim Noah,2012-13,CHI,66,36,30,0.545,36.8,4.6,9.5,0.481,0.0,0.1,0.0,2.7,3.6,0.751,3.9,7.2,11.1,4.0,2.7,1.2,2.1,0.9,2.8,3.4,11.9,0.9,38.4,33,2,5,5,4,7,1,2,2,10,1,1,1,3,3,1,1,3,2,3,1,2,1,4,6,2,2,5,2,2,2
8,Luol Deng,2012-13,CHI,75,42,33,0.56,38.7,6.2,14.6,0.426,1.0,3.1,0.322,3.1,3.8,0.816,2.2,4.2,6.3,3.0,1.9,1.1,0.4,0.9,1.4,3.5,16.5,0.0,31.1,9,0,4,4,5,6,3,6,3,13,5,5,8,7,7,1,1,9,6,2,3,3,9,4,13,4,6,10,5,6,1
9,Marco Belinelli,2012-13,CHI,73,40,33,0.548,25.8,3.3,8.4,0.395,1.1,3.0,0.357,1.9,2.3,0.839,0.2,1.7,1.9,2.0,1.1,0.6,0.1,0.5,1.9,2.2,9.6,-0.6,15.9,0,0,5,5,7,6,3,10,8,11,12,12,13,3,1,7,11,6,7,3,5,7,5,1,1,1,9,9,7,4,1
5,Nate Robinson,2012-13,CHI,82,45,37,0.549,25.4,4.9,11.2,0.433,1.7,4.2,0.405,1.6,2.1,0.799,0.4,1.9,2.2,4.4,1.8,1.0,0.1,0.5,2.5,2.3,13.1,0.4,24.1,3,0,1,1,5,4,3,3,2,4,1,3,2,6,6,6,8,3,6,2,3,3,2,2,4,3,3,4,2,2,1
6,Alonzo Gee,2012-13,CLE,82,24,58,0.293,31.0,3.7,9.1,0.41,0.8,2.7,0.315,2.0,2.5,0.795,0.9,3.0,3.9,1.6,1.6,1.3,0.4,1.0,2.4,1.7,10.3,-4.3,20.8,2,0,1,3,1,8,1,1,1,9,1,1,6,2,3,2,5,2,3,2,2,2,3,2,1,3,2,9,2,1,1
10,CJ Miles,2012-13,CLE,65,19,46,0.292,21.0,3.9,9.4,0.415,1.9,5.0,0.384,1.4,1.6,0.869,0.4,2.3,2.7,1.0,1.1,0.8,0.3,0.3,2.1,1.3,11.2,-1.3,17.9,0,0,6,13,1,17,8,4,4,6,5,6,4,6,6,4,9,5,5,10,4,8,11,8,6,7,4,14,4,3,1
11,Dion Waiters,2012-13,CLE,61,20,41,0.328,28.8,5.5,13.4,0.412,1.0,3.3,0.31,2.6,3.5,0.746,0.4,2.1,2.4,3.0,2.0,1.0,0.3,1.1,1.9,2.5,14.7,-2.5,23.8,0,0,3,5,2,10,5,3,4,5,8,8,7,1,1,3,6,8,8,3,4,4,6,2,6,3,3,9,4,4,1
9,Kyrie Irving,2012-13,CLE,59,19,40,0.322,34.7,8.2,18.1,0.452,1.8,4.7,0.391,4.2,4.9,0.855,0.6,3.1,3.7,5.9,3.2,1.5,0.4,1.1,2.5,4.2,22.5,-3.0,38.1,4,0,6,8,2,11,5,6,5,9,7,9,8,2,2,11,9,6,7,5,1,4,6,1,4,2,6,9,6,6,4
9,Tristan Thompson,2012-13,CLE,82,24,58,0.293,31.3,4.8,9.7,0.488,0.0,0.0,0.0,2.2,3.5,0.608,3.7,5.7,9.4,1.3,1.5,0.7,0.9,1.5,2.9,3.1,11.7,-2.9,28.3,31,0,1,7,1,10,2,2,2,9,3,4,3,2,2,6,3,5,3,3,2,1,4,1,1,1,3,8,2,2,1
11,Tyler Zeller,2012-13,CLE,77,24,53,0.312,26.4,3.2,7.3,0.438,0.0,0.1,0.0,1.6,2.0,0.764,2.1,3.6,5.7,1.2,1.2,0.5,0.9,0.6,3.3,2.4,7.9,-3.4,19.5,7,0,2,5,1,10,1,3,2,8,2,4,2,3,3,5,2,2,1,2,1,1,1,2,2,2,3,9,3,1,1
3,Chris Kaman,2012-13,DAL,66,31,35,0.47,20.7,4.7,9.3,0.507,0.0,0.0,0.0,1.0,1.3,0.788,1.5,4.2,5.6,0.8,1.6,0.4,0.8,0.4,2.1,1.4,10.5,-1.9,20.5,3,0,6,4,5,5,10,6,6,5,2,8,2,11,12,2,11,11,11,12,11,8,11,12,11,7,7,7,10,12,1
7,Darren Collison,2012-13,DAL,81,41,40,0.506,29.3,4.2,8.9,0.471,0.6,1.7,0.353,3.0,3.4,0.88,0.4,2.3,2.7,5.1,2.1,1.2,0.1,0.7,1.7,2.8,12.0,-1.0,24.8,3,0,1,3,5,5,6,7,7,6,8,7,9,2,2,2,8,5,5,5,4,4,8,4,7,2,7,7,5,7,2
6,Dirk Nowitzki,2012-13,DAL,53,28,25,0.528,31.3,6.5,13.7,0.471,1.2,3.0,0.414,3.1,3.6,0.86,0.7,6.2,6.8,2.5,1.3,0.7,0.7,0.3,1.8,3.9,17.3,1.1,32.2,6,0,19,17,15,15,16,15,16,10,14,14,3,17,17,16,14,12,12,10,16,10,13,15,20,11,17,17,14,16,3
3,O.J. Mayo,2012-13,DAL,82,41,41,0.5,35.5,5.6,12.5,0.449,1.7,4.3,0.407,2.3,2.8,0.82,0.4,3.1,3.5,4.4,2.6,1.1,0.3,0.6,2.4,2.6,15.3,-1.3,27.9,2,0,1,1,4,4,3,3,3,2,2,4,1,3,3,4,6,1,3,1,2,3,3,4,3,2,3,5,3,1,1
2,Shawn Marion,2012-13,DAL,67,32,35,0.478,30.0,5.3,10.3,0.514,0.3,1.1,0.315,1.2,1.5,0.782,2.2,5.7,7.8,2.4,1.5,1.1,0.7,0.4,1.7,1.1,12.1,-2.4,29.1,14,0,11,14,4,14,15,12,14,5,10,10,9,15,15,13,11,11,12,4,11,13,14,16,14,10,12,16,12,9,1
7,Vince Carter,2012-13,DAL,81,41,40,0.506,25.8,4.6,10.6,0.435,2.0,4.9,0.406,2.2,2.8,0.816,0.7,3.4,4.1,2.4,1.3,0.9,0.5,0.4,2.8,2.7,13.4,3.0,25.0,1,0,3,7,6,11,16,16,16,10,3,4,3,15,15,7,15,11,12,16,16,15,10,16,12,7,16,6,15,13,5
9,Andre Iguodala,2012-13,DEN,80,57,23,0.713,34.7,5.0,11.0,0.451,1.1,3.6,0.317,1.9,3.4,0.574,1.0,4.3,5.3,5.4,2.6,1.7,0.7,0.4,1.6,2.8,13.0,4.8,32.0,10,1,6,4,10,5,8,6,6,12,4,3,12,8,7,17,5,9,9,5,5,3,5,5,10,8,6,6,7,4,3
9,Andre Miller,2012-13,DEN,82,57,25,0.695,26.2,3.7,7.7,0.479,0.2,0.8,0.266,2.0,2.4,0.84,0.7,2.2,2.9,5.9,2.1,0.9,0.1,0.8,1.9,2.3,9.6,2.5,22.9,4,0,1,1,14,2,14,14,15,4,5,7,4,15,15,2,15,15,15,13,14,15,12,11,15,8,15,5,15,15,7
15,Corey Brewer,2012-13,DEN,82,57,25,0.695,24.4,4.6,10.8,0.425,1.1,3.7,0.296,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.2,1.4,0.3,0.7,1.9,2.0,12.1,1.8,21.7,0,0,1,1,7,2,6,3,2,11,2,1,6,6,6,15,12,6,7,6,6,6,8,3,14,6,3,5,5,3,1
8,Danilo Gallinari,2012-13,DEN,71,50,21,0.704,32.5,5.1,12.3,0.418,1.9,5.1,0.373,4.0,4.9,0.822,0.9,4.3,5.2,2.5,1.6,0.9,0.5,0.8,1.8,4.2,16.2,4.7,28.8,2,0,2,1,9,1,5,5,4,7,6,7,8,8,6,12,3,7,5,4,3,4,4,2,7,6,5,2,5,6,1
13,JaVale McGee,2012-13,DEN,79,54,25,0.684,18.1,3.8,6.7,0.575,0.0,0.0,1.0,1.4,2.4,0.591,2.0,2.8,4.8,0.3,1.1,0.4,2.0,0.4,2.3,1.7,9.1,0.8,21.3,2,0,1,2,6,5,5,6,6,7,5,11,1,5,4,11,5,9,9,12,8,8,3,7,10,7,6,5,6,7,2
8,Kenneth Faried,2012-13,DEN,80,55,25,0.688,28.1,4.8,8.6,0.552,0.0,0.0,0.0,2.0,3.3,0.613,3.3,5.9,9.2,1.0,1.4,1.0,1.0,0.9,2.9,2.9,11.5,2.7,28.7,31,0,1,1,5,2,1,5,5,5,5,8,5,6,4,8,3,1,1,4,3,1,1,1,2,4,5,2,2,1,1
6,Kosta Koufos,2012-13,DEN,81,57,24,0.704,22.4,3.6,6.3,0.581,0.0,0.0,0.0,0.7,1.3,0.558,2.6,4.3,6.9,0.4,0.7,0.5,1.3,0.5,3.0,1.0,8.0,3.7,21.7,6,0,1,1,7,2,1,1,1,2,1,3,1,5,3,8,1,2,1,8,6,2,1,1,1,6,1,1,1,1,1
6,Ty Lawson,2012-13,DEN,73,49,24,0.671,34.4,6.1,13.3,0.461,1.2,3.2,0.366,3.2,4.3,0.756,0.5,2.2,2.7,6.9,2.5,1.5,0.1,1.4,1.8,3.6,16.7,3.9,32.4,9,0,3,1,7,2,4,1,1,4,2,3,3,3,3,6,7,4,4,3,2,2,4,1,1,3,2,1,4,4,2
13,Brandon Knight,2012-13,DET,75,29,46,0.387,31.5,4.8,11.7,0.407,1.6,4.4,0.367,2.2,3.0,0.733,0.7,2.6,3.3,4.0,2.7,0.8,0.1,0.8,2.1,3.0,13.3,-1.6,23.2,3,0,1,1,2,3,6,5,5,7,5,6,5,6,4,11,1,5,4,6,3,4,7,2,4,5,5,4,4,3,2
15,Greg Monroe,2012-13,DET,81,29,52,0.358,33.2,6.3,13.1,0.486,0.0,0.0,0.0,3.3,4.8,0.689,2.9,6.7,9.6,3.5,2.9,1.3,0.7,1.5,2.3,4.0,16.0,-2.8,35.8,37,1,2,4,2,11,1,1,1,13,2,3,2,2,2,7,6,2,3,2,1,1,4,1,4,2,1,12,1,1,1
7,Kyle Singler,2012-13,DET,82,29,53,0.354,28.0,3.4,7.8,0.428,0.9,2.4,0.35,1.2,1.5,0.806,1.3,2.7,4.0,0.9,1.2,0.7,0.5,0.6,2.6,1.5,8.8,-2.0,17.3,1,0,1,2,1,6,2,1,1,2,3,3,5,2,2,2,2,1,1,2,1,2,2,1,1,2,2,6,2,1,1
4,Rodney Stuckey,2012-13,DET,76,24,52,0.316,28.6,4.0,9.8,0.406,0.7,2.4,0.302,2.8,3.6,0.783,0.6,2.2,2.8,3.6,1.8,0.7,0.2,0.7,1.7,2.9,11.5,-3.8,21.1,1,0,2,7,1,9,5,7,7,7,2,1,4,6,6,9,5,5,5,5,5,9,1,5,8,5,7,10,6,5,1
2,Will Bynum,2012-13,DET,65,26,39,0.4,18.8,3.9,8.3,0.469,0.4,1.2,0.316,1.6,2.0,0.809,0.4,1.1,1.5,3.6,1.9,0.7,0.1,0.8,2.0,1.8,9.8,-2.6,17.3,3,0,1,1,2,4,3,1,2,1,1,2,3,5,4,2,1,4,4,3,1,4,5,2,3,2,2,4,2,1,1
3,Carl Landry,2012-13,GSW,81,46,35,0.568,23.2,4.0,7.4,0.54,0.0,0.0,0.333,2.8,3.4,0.817,2.2,3.7,6.0,0.8,1.4,0.4,0.4,0.7,2.3,2.8,10.8,-0.1,20.2,7,0,1,1,3,3,6,6,6,5,4,7,2,5,5,4,5,2,2,5,5,5,5,5,6,5,6,5,5,1,1
6,David Lee,2012-13,GSW,79,46,33,0.582,36.8,7.6,14.7,0.519,0.0,0.1,0.0,3.2,4.1,0.797,2.8,8.5,11.2,3.5,2.6,0.8,0.3,1.3,3.1,3.1,18.5,2.2,38.0,56,1,4,2,7,4,3,3,3,9,2,3,2,4,5,4,7,3,3,2,1,5,12,3,4,3,3,3,2,2,1
11,Harrison Barnes,2012-13,GSW,81,46,35,0.568,25.4,3.4,7.8,0.439,0.6,1.8,0.359,1.8,2.3,0.758,0.7,3.5,4.1,1.2,1.2,0.6,0.2,0.6,1.7,2.0,9.2,0.6,17.2,4,0,2,4,4,4,11,11,11,9,11,11,8,8,8,9,11,10,10,11,6,7,8,5,4,8,11,4,11,4,1
5,Jarrett Jack,2012-13,GSW,79,47,32,0.595,29.7,4.9,10.8,0.452,1.0,2.6,0.404,2.1,2.5,0.843,0.3,2.8,3.1,5.6,2.0,0.8,0.1,0.3,1.7,2.7,12.9,1.1,25.7,8,0,6,1,11,1,5,2,3,6,1,3,2,9,9,10,9,5,6,4,9,7,6,11,10,3,3,1,3,1,3
7,Klay Thompson,2012-13,GSW,82,47,35,0.573,35.8,6.2,14.7,0.422,2.6,6.4,0.401,1.6,1.9,0.841,0.4,3.3,3.7,2.2,1.9,1.0,0.5,0.4,2.9,1.8,16.6,1.3,27.3,0,0,1,7,2,7,1,7,7,8,7,8,8,7,6,6,7,4,4,5,3,3,5,8,1,6,7,8,7,4,1
9,Stephen Curry,2012-13,GSW,78,45,33,0.577,38.2,8.0,17.8,0.451,3.5,7.7,0.453,3.4,3.7,0.9,0.8,3.3,4.0,6.9,3.1,1.6,0.2,0.6,2.5,3.4,22.9,1.7,40.3,15,0,5,6,3,9,1,9,6,11,8,10,3,10,10,9,4,11,11,3,7,6,12,7,3,10,9,10,9,3,5
0,Carlos Delfino,2012-13,HOU,67,38,29,0.567,25.2,3.7,9.3,0.405,2.4,6.3,0.375,0.7,0.8,0.857,0.3,3.0,3.3,2.0,1.1,1.0,0.1,0.4,1.7,0.8,10.6,3.7,19.9,0,0,5,5,4,4,4,3,3,3,1,1,2,6,8,1,8,5,5,4,4,4,6,7,4,6,3,1,4,4,1
7,Chandler Parsons,2012-13,HOU,76,42,34,0.553,36.3,6.0,12.4,0.486,2.0,5.2,0.385,1.5,2.0,0.729,1.0,4.3,5.3,3.5,1.9,1.0,0.4,0.9,1.9,1.9,15.5,2.0,29.5,8,0,1,2,1,3,2,2,3,2,1,2,3,4,4,4,2,2,2,2,2,4,2,1,4,4,3,3,2,1,1
11,James Harden,2012-13,HOU,78,43,35,0.551,38.3,7.5,17.1,0.438,2.3,6.2,0.368,8.6,10.2,0.851,0.8,4.1,4.9,5.8,3.8,1.8,0.5,1.4,2.3,6.8,25.9,2.5,43.7,9,1,5,9,2,12,1,9,7,11,11,11,4,7,6,10,8,10,10,11,10,4,9,4,13,4,7,10,10,10,9
8,Jeremy Lin,2012-13,HOU,82,45,37,0.549,32.2,4.8,10.9,0.441,1.1,3.1,0.339,2.6,3.4,0.785,0.4,2.6,3.0,6.1,2.9,1.6,0.4,0.8,2.5,3.2,13.4,1.6,29.1,9,0,1,3,2,5,1,4,4,4,3,3,5,8,7,9,5,3,4,2,3,1,5,3,3,7,4,3,2,1,2
7,Omer Asik,2012-13,HOU,82,45,37,0.549,30.0,4.0,7.5,0.541,0.0,0.0,0.0,2.0,3.6,0.562,3.4,8.3,11.7,0.9,2.1,0.6,1.1,1.0,2.7,2.8,10.1,3.5,28.3,33,0,1,3,2,5,1,1,1,2,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
5,David West,2012-13,IND,73,43,30,0.589,33.4,6.9,13.8,0.498,0.1,0.3,0.211,3.3,4.3,0.768,2.0,5.7,7.7,2.9,2.2,1.0,0.9,0.8,2.0,3.9,17.1,5.0,34.5,16,1,7,7,6,8,7,7,7,7,7,6,13,6,5,10,7,4,4,3,2,1,3,6,11,3,6,3,5,5,1
15,George Hill,2012-13,IND,76,46,30,0.605,34.5,5.1,11.5,0.443,1.7,4.6,0.368,2.3,2.8,0.817,0.6,3.1,3.7,4.7,1.5,1.1,0.3,0.4,1.8,2.7,14.2,5.5,28.3,3,0,3,6,2,12,1,3,3,10,3,2,10,5,5,6,8,3,3,2,4,2,2,10,11,5,3,2,3,1,2
14,Lance Stephenson,2012-13,IND,78,46,32,0.59,29.2,3.5,7.7,0.46,0.8,2.4,0.33,1.0,1.5,0.652,0.6,3.3,3.9,2.9,1.4,1.0,0.2,0.4,2.1,1.4,8.8,4.9,20.1,2,0,2,3,4,5,2,6,7,6,6,5,6,6,5,9,5,6,6,7,8,1,4,5,7,6,6,2,6,3,2
9,Paul George,2012-13,IND,79,48,31,0.608,37.6,6.2,14.9,0.419,2.2,5.9,0.362,2.8,3.5,0.807,1.1,6.5,7.6,4.1,2.9,1.8,0.6,1.0,2.9,3.2,17.4,4.6,37.2,23,1,3,2,5,6,1,9,9,10,9,9,10,9,9,9,2,3,2,3,4,6,1,3,3,9,9,4,8,2,1
6,Roy Hibbert,2012-13,IND,79,49,30,0.62,28.7,4.9,10.9,0.448,0.0,0.1,0.25,2.1,2.8,0.741,3.7,4.6,8.3,1.4,2.1,0.5,2.6,1.1,3.5,3.2,11.9,4.9,31.2,23,1,5,2,6,4,3,3,2,7,3,3,3,5,4,7,1,4,2,4,2,1,1,1,1,5,3,1,2,1,1
13,Blake Griffin,2012-13,LAC,80,55,25,0.688,32.5,7.2,13.4,0.538,0.1,0.4,0.179,3.5,5.3,0.66,2.3,6.0,8.3,3.7,2.3,1.2,0.6,0.8,2.9,5.5,18.0,4.8,36.7,28,1,2,2,4,4,10,10,11,2,13,12,13,10,10,12,4,8,5,10,8,1,3,7,5,8,10,7,10,4,4
5,Caron Butler,2012-13,LAC,78,55,23,0.705,24.1,3.9,9.2,0.424,1.6,4.2,0.388,1.0,1.2,0.833,0.5,2.3,2.9,1.0,0.9,0.7,0.1,0.4,1.8,0.9,10.4,3.2,16.8,0,0,1,1,12,3,14,12,13,9,2,3,3,13,13,10,12,14,14,15,13,14,14,12,14,11,12,3,14,13,2
9,Chris Paul,2012-13,LAC,70,50,20,0.714,33.4,5.9,12.2,0.481,1.1,3.3,0.328,4.1,4.6,0.885,0.8,3.0,3.7,9.7,2.3,2.4,0.1,0.3,2.0,4.0,16.9,6.2,41.4,31,0,7,3,12,3,10,13,14,7,12,10,15,8,8,7,5,16,16,9,13,5,9,10,17,9,12,6,9,7,12
11,DeAndre Jordan,2012-13,LAC,82,56,26,0.683,24.5,3.8,6.0,0.643,0.0,0.0,0.0,1.2,3.0,0.386,2.6,4.7,7.2,0.3,1.2,0.6,1.4,0.4,2.3,2.5,8.8,3.3,22.7,12,0,1,2,8,2,10,8,8,11,2,8,2,10,8,13,10,11,11,12,11,6,7,5,9,8,8,5,10,8,1
11,Eric Bledsoe,2012-13,LAC,76,52,24,0.684,20.4,3.3,7.5,0.445,0.4,1.0,0.397,1.4,1.8,0.791,1.0,1.9,3.0,3.1,1.8,1.4,0.7,0.5,1.5,1.8,8.5,1.6,21.3,2,0,4,2,6,3,12,11,11,7,11,12,1,11,11,5,2,10,10,11,11,6,1,8,12,11,11,5,11,8,5
