,PLAYER_NAME,GROUP_VALUE,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK
6,Ryan Gomes,2006-07,BOS,73,19,54,0.26,31.2,4.6,9.9,0.467,0.2,0.6,0.381,2.6,3.2,0.811,1.7,3.9,5.6,1.6,1.4,0.7,0.2,0.6,2.3,2.2,12.1,-5.0,22.3,6,1,5,6,4,7,2,3,3,2,5,6,1,1,1,3,1,2,2,4,2,5,3,1,1,1,3,7,3,3,1
4,Adam Morrison,2006-07,CHA,78,30,48,0.385,29.8,4.6,12.1,0.376,1.1,3.3,0.337,1.5,2.2,0.71,0.7,2.3,2.9,2.1,1.7,0.4,0.1,0.5,2.3,1.9,11.8,-3.1,18.1,0,0,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1
7,Emeka Okafor,2006-07,CHA,67,29,38,0.433,34.8,5.9,11.0,0.532,0.0,0.0,0.0,2.6,4.4,0.593,3.9,7.4,11.3,1.2,1.7,0.9,2.6,1.0,3.1,3.4,14.4,-1.7,38.3,39,0,7,5,6,4,2,2,3,5,1,3,1,4,5,5,1,2,1,1,5,1,1,5,3,4,2,6,1,2,1
12,Gerald Wallace,2006-07,CHA,72,29,43,0.403,36.7,6.6,13.2,0.502,0.5,1.7,0.325,4.3,6.2,0.691,2.0,5.2,7.2,2.6,2.2,2.0,1.0,1.6,2.9,5.1,18.1,-3.5,37.3,16,0,2,6,2,11,5,1,2,3,9,9,6,5,4,8,3,7,6,6,5,3,5,1,3,5,3,16,4,3,1
8,Matt Carroll,2006-07,CHA,72,28,44,0.389,26.1,4.0,9.1,0.433,1.5,3.7,0.416,2.6,2.9,0.904,0.5,2.4,2.9,1.3,1.0,0.7,0.1,0.5,2.4,1.9,12.1,-1.6,19.0,0,0,3,2,4,6,1,1,1,3,1,1,2,2,2,4,2,2,1,1,2,1,5,2,1,1,1,8,1,1,1
14,Raymond Felton,2006-07,CHA,78,31,47,0.397,36.3,5.0,13.1,0.384,1.3,4.0,0.33,2.6,3.3,0.797,0.7,2.8,3.4,7.0,2.9,1.5,0.1,0.6,2.3,3.1,14.0,-1.5,30.6,11,0,8,8,2,14,4,5,3,15,4,2,6,4,4,9,7,6,5,3,2,4,13,5,4,3,4,13,3,4,3
7,Andres Nocioni,2006-07,CHI,53,31,22,0.585,26.5,5.2,11.0,0.467,1.5,3.9,0.383,2.3,2.7,0.848,0.8,4.9,5.7,1.1,2.0,0.5,0.5,0.5,3.1,3.1,14.1,0.8,23.5,8,0,6,4,7,2,3,1,1,1,3,3,4,3,4,1,4,3,3,6,1,2,4,6,3,2,1,2,3,2,1
8,Ben Gordon,2006-07,CHI,82,49,33,0.598,33.0,7.4,16.3,0.455,1.9,4.6,0.413,4.6,5.4,0.864,0.4,2.7,3.1,3.6,3.0,0.8,0.2,0.7,3.1,4.4,21.4,4.3,30.5,0,0,1,1,9,1,2,1,1,1,4,4,3,1,1,3,6,2,2,1,1,4,4,4,1,1,1,1,2,1,1
13,Kirk Hinrich,2006-07,CHI,80,48,32,0.6,35.5,5.9,13.3,0.448,1.8,4.2,0.415,3.0,3.6,0.835,0.4,3.0,3.4,6.3,2.4,1.3,0.3,0.7,3.4,3.5,16.6,4.0,32.3,10,0,2,1,7,4,4,1,3,2,3,3,2,2,2,3,4,4,4,4,2,4,6,2,2,2,1,1,2,3,3
14,Luol Deng,2006-07,CHI,82,49,33,0.598,37.5,7.7,14.9,0.517,0.0,0.1,0.143,3.4,4.4,0.777,1.8,5.3,7.1,2.5,1.9,1.2,0.6,1.0,2.0,3.8,18.8,5.1,34.4,17,0,1,2,5,4,5,1,2,1,15,15,15,3,3,4,4,2,2,5,7,2,4,2,2,2,2,3,1,1,1
16,Drew Gooden,2006-07,CLE,80,49,31,0.613,28.0,4.6,9.8,0.473,0.0,0.1,0.167,1.8,2.5,0.714,3.3,5.2,8.5,1.1,1.4,0.9,0.4,0.6,2.6,2.2,11.1,0.0,25.2,25,0,2,1,4,2,7,10,11,8,12,15,10,15,14,14,2,9,6,9,11,2,14,11,9,9,12,5,8,2,3
10,Larry Hughes,2006-07,CLE,70,44,26,0.629,37.1,5.4,13.6,0.4,1.1,3.2,0.333,3.0,4.4,0.676,0.6,3.2,3.8,3.7,2.2,1.3,0.4,0.8,2.3,3.3,14.9,3.1,27.7,1,0,2,1,5,3,3,5,5,8,6,5,9,6,6,16,11,7,7,5,7,12,5,9,6,2,6,1,6,8,2
15,LeBron James,2006-07,CLE,78,47,31,0.603,40.9,9.9,20.8,0.476,1.3,4.0,0.319,6.3,9.0,0.698,1.1,5.7,6.7,6.0,3.2,1.6,0.7,0.6,2.2,6.6,27.3,4.8,48.2,16,1,7,11,5,13,3,12,5,17,15,12,16,6,5,16,11,17,17,18,16,9,11,13,4,5,8,12,14,16,16
9,Sasha Pavlovic,2006-07,CLE,67,42,25,0.627,22.9,3.3,7.3,0.453,0.9,2.2,0.405,1.5,1.9,0.794,0.3,2.0,2.4,1.6,1.5,0.8,0.3,0.5,2.2,1.6,9.0,3.6,15.9,0,0,3,2,4,3,2,1,2,2,1,2,4,1,1,2,4,1,2,2,1,1,4,2,3,1,1,1,1,1,1
4,Zydrunas Ilgauskas,2006-07,CLE,78,48,30,0.615,27.3,4.9,10.2,0.485,0.0,0.0,0.0,2.0,2.5,0.807,3.1,4.6,7.7,1.6,1.8,0.6,1.3,0.4,3.3,2.1,11.9,3.3,27.2,17,0,4,3,7,5,8,9,9,6,6,12,6,11,11,2,7,8,6,1,7,6,11,11,8,3,9,3,8,7,1
18,Devin Harris,2006-07,DAL,80,65,15,0.813,26.0,3.7,7.4,0.492,0.2,0.6,0.28,2.7,3.3,0.824,0.6,1.9,2.5,3.7,1.8,1.2,0.3,0.7,3.0,3.8,10.2,7.1,21.2,0,0,1,1,14,1,8,8,9,1,17,17,16,8,9,6,1,9,4,9,8,5,4,7,2,6,8,1,8,10,1
12,Dirk Nowitzki,2006-07,DAL,78,64,14,0.821,36.2,8.6,17.2,0.502,0.9,2.2,0.416,6.4,7.1,0.904,1.6,7.3,8.9,3.4,2.1,0.7,0.8,0.6,2.2,5.4,24.6,8.0,42.5,41,0,8,1,21,1,9,4,6,2,17,18,2,4,5,2,2,9,6,2,2,14,10,6,11,5,6,2,5,1,3
11,Jason Terry,2006-07,DAL,81,67,14,0.827,35.1,6.3,13.1,0.484,2.0,4.6,0.438,2.0,2.5,0.804,0.5,2.3,2.9,5.2,1.9,1.0,0.2,0.3,2.1,2.3,16.7,7.0,29.7,6,0,4,1,19,1,5,5,10,2,5,8,1,10,10,17,5,5,5,5,8,13,8,13,6,4,7,1,6,3,2
6,Jerry Stackhouse,2006-07,DAL,67,55,12,0.821,24.1,4.2,9.8,0.428,0.9,2.4,0.383,2.7,3.2,0.847,0.6,1.6,2.2,2.8,1.7,0.8,0.1,0.6,1.2,2.5,12.0,3.9,19.8,0,0,6,1,15,1,13,12,12,2,8,11,1,12,12,10,11,14,14,11,12,11,14,12,14,2,12,1,12,9,2
8,Josh Howard,2006-07,DAL,70,57,13,0.814,35.1,7.0,15.4,0.459,1.3,3.4,0.385,3.5,4.2,0.827,1.9,4.9,6.8,1.8,1.8,1.2,0.8,0.4,2.6,3.7,18.9,6.9,33.9,13,0,3,1,8,1,2,2,2,3,1,1,2,3,5,1,4,2,2,3,1,2,2,9,6,3,2,2,1,1,1
7,Allen Iverson,2006-07,TOT,65,31,34,0.477,42.5,8.9,20.2,0.442,1.0,3.0,0.315,7.5,9.4,0.795,0.4,2.6,3.0,7.2,4.1,1.9,0.2,1.0,1.5,7.5,26.3,-0.2,42.8,17,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,3,1,1,1,1,1,1
8,Allen Iverson,2006-07,DEN,50,26,24,0.52,42.4,8.6,18.9,0.454,1.0,2.9,0.347,6.6,8.7,0.759,0.3,2.7,3.0,7.2,4.0,1.8,0.2,0.9,1.5,6.9,24.8,0.8,41.3,12,0,11,10,10,8,6,11,12,4,10,13,2,10,11,10,17,8,12,5,5,13,5,13,14,4,11,8,12,5,2
9,Allen Iverson,2006-07,PHI,15,5,10,0.333,42.7,10.1,24.4,0.413,0.8,3.5,0.226,10.3,11.6,0.885,0.5,2.3,2.7,7.3,4.4,2.2,0.1,1.1,1.4,9.5,31.2,-3.3,47.8,5,0,15,15,15,14,3,6,5,14,13,9,17,1,1,1,15,15,15,4,3,7,16,12,15,1,3,15,4,9,2
17,Carmelo Anthony,2006-07,DEN,65,37,28,0.569,38.2,10.6,22.4,0.476,0.6,2.3,0.268,7.1,8.7,0.808,2.2,3.8,6.0,3.8,3.6,1.2,0.4,1.6,3.1,5.9,28.9,1.4,42.9,4,1,13,10,11,8,2,1,1,3,18,17,18,3,3,11,4,16,13,2,1,4,20,3,5,4,1,9,3,16,1
15,JR Smith,2006-07,DEN,63,38,25,0.603,23.4,4.5,10.2,0.441,2.4,6.1,0.39,1.6,2.0,0.81,0.5,1.8,2.3,1.4,1.3,0.8,0.1,0.4,2.3,1.7,13.0,1.6,19.3,0,0,10,8,10,9,13,8,9,3,4,6,5,6,7,4,9,12,12,15,8,13,14,5,7,8,5,10,10,7,1
10,Marcus Camby,2006-07,DEN,70,39,31,0.557,33.8,4.5,9.4,0.473,0.0,0.0,0.0,2.3,3.2,0.729,2.3,9.3,11.7,3.2,1.7,1.2,3.3,0.3,2.6,2.5,11.2,1.6,41.9,32,0,3,3,5,8,3,6,5,9,10,14,10,5,6,1,15,3,4,2,3,3,3,7,11,2,5,4,3,1,3
14,Nene,2006-07,DEN,64,33,31,0.516,26.8,4.6,8.1,0.57,0.0,0.0,0.0,3.0,4.4,0.689,2.3,4.7,7.0,1.2,2.0,1.0,0.9,0.7,3.3,3.5,12.2,1.9,26.1,12,0,8,8,4,14,9,8,10,6,6,17,6,7,7,5,3,7,6,13,7,9,5,8,5,8,8,11,9,4,1
4,Antonio McDyess,2006-07,DET,82,53,29,0.646,21.1,3.5,6.6,0.526,0.0,0.0,0.0,1.2,1.7,0.691,2.0,4.0,6.0,0.9,0.9,0.7,0.8,0.1,2.9,1.7,8.1,3.3,20.4,8,0,1,5,7,6,13,12,12,3,3,10,3,10,10,6,9,10,10,14,14,8,8,15,9,3,11,2,11,8,1
11,Chauncey Billups,2006-07,DET,70,48,22,0.686,36.2,5.0,11.6,0.427,1.6,4.5,0.345,5.5,6.2,0.883,0.3,3.1,3.4,7.2,2.0,1.2,0.2,0.4,2.3,4.6,17.0,5.3,34.2,16,0,10,8,12,6,1,7,7,4,12,11,14,4,4,14,16,4,5,3,11,5,3,17,6,2,5,5,2,2,3
4,Rasheed Wallace,2006-07,DET,75,48,27,0.64,32.3,4.8,11.2,0.423,1.4,3.9,0.351,1.4,1.8,0.788,1.2,6.0,7.2,1.7,1.3,1.0,1.6,0.3,3.0,1.7,12.3,2.9,30.0,12,0,9,7,7,8,10,14,12,13,6,7,7,14,14,2,10,3,6,12,12,8,7,13,5,2,14,12,11,6,1
6,Richard Hamilton,2006-07,DET,75,48,27,0.64,36.8,7.3,15.6,0.468,0.6,1.7,0.341,4.6,5.4,0.861,1.0,2.8,3.8,3.8,2.1,0.8,0.2,0.9,3.1,4.2,19.8,4.7,30.9,2,0,6,6,9,6,2,3,5,3,7,6,8,4,3,4,5,3,3,6,7,5,3,6,1,1,3,5,2,3,1
14,Tayshaun Prince,2006-07,DET,82,53,29,0.646,36.6,5.6,12.2,0.46,1.0,2.6,0.386,2.1,2.7,0.768,1.8,3.5,5.2,2.8,1.2,0.6,0.7,0.5,1.4,2.5,14.3,3.8,27.4,5,0,1,5,7,6,3,4,5,6,1,1,7,5,5,7,1,7,3,5,6,7,3,4,4,3,2,6,3,2,1
9,Al Harrington,2006-07,TOT,78,42,36,0.538,32.9,6.3,13.9,0.457,1.6,3.8,0.433,2.2,3.1,0.694,1.9,4.4,6.4,1.9,2.2,0.8,0.3,0.8,3.4,3.0,16.5,-0.3,28.2,8,0,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1
10,Al Harrington,2006-07,GSW,42,23,19,0.548,32.3,6.5,14.2,0.456,1.7,4.2,0.417,2.3,3.4,0.681,1.9,4.5,6.4,2.3,1.9,1.0,0.3,0.7,3.6,2.9,17.0,0.4,30.2,5,0,13,11,12,8,6,4,5,6,5,7,2,8,5,13,7,5,4,3,8,6,4,10,4,5,5,8,4,10,1
11,Al Harrington,2006-07,IND,36,19,17,0.528,33.5,6.2,13.5,0.458,1.5,3.3,0.458,2.0,2.8,0.713,2.0,4.3,6.3,1.4,2.5,0.7,0.3,0.9,3.2,3.1,15.9,-1.2,25.9,3,0,14,14,13,9,4,6,7,5,8,8,1,9,9,10,5,8,6,10,3,13,7,7,7,4,6,13,6,12,1
7,Andris Biedrins,2006-07,GSW,82,42,40,0.512,29.1,4.2,7.1,0.599,0.0,0.0,0.0,1.1,2.0,0.521,3.1,6.2,9.3,1.1,1.5,0.8,1.7,0.8,3.7,2.3,9.5,1.5,28.3,24,0,1,2,2,4,2,3,3,5,1,3,1,3,3,3,3,3,3,3,2,3,1,1,2,2,3,3,3,3,1
7,Baron Davis,2006-07,GSW,63,36,27,0.571,35.3,7.2,16.3,0.439,1.3,4.4,0.304,4.4,5.9,0.745,0.8,3.6,4.4,8.1,3.1,2.1,0.5,0.9,2.9,5.1,20.1,3.9,42.2,20,1,8,5,9,4,8,3,5,1,10,10,11,1,1,8,8,1,3,4,3,3,6,2,8,1,3,1,3,4,3
11,Jason Richardson,2006-07,GSW,51,29,22,0.569,32.8,6.0,14.4,0.417,2.2,5.9,0.367,1.8,2.7,0.657,1.4,3.7,5.1,3.4,1.6,1.1,0.6,0.6,2.5,2.2,16.0,2.0,30.6,4,0,11,10,10,3,10,8,7,11,5,5,10,9,8,13,4,6,6,2,8,11,2,8,4,4,8,3,5,5,1
12,Matt Barnes,2006-07,GSW,76,40,36,0.526,23.9,3.6,8.3,0.438,1.4,3.8,0.366,1.2,1.6,0.732,1.2,3.4,4.6,2.1,1.4,1.0,0.5,0.3,2.5,1.2,9.8,-0.3,21.5,8,0,4,7,2,11,8,5,5,9,5,7,1,5,5,13,7,8,7,5,5,3,5,9,7,6,6,12,4,1,2
8,Mickael Pietrus,2006-07,GSW,72,37,35,0.514,26.9,4.0,8.1,0.488,1.3,3.3,0.388,1.9,2.9,0.648,1.1,3.4,4.5,0.9,1.5,0.7,0.8,0.4,3.1,2.4,11.1,-2.4,20.7,4,0,2,4,2,7,1,1,1,1,6,8,2,2,2,7,1,1,1,3,2,4,1,2,1,1,1,10,1,1,1
12,Monta Ellis,2006-07,GSW,77,39,38,0.506,34.3,6.2,13.1,0.475,0.5,1.9,0.273,3.5,4.6,0.763,0.8,2.4,3.2,4.1,2.9,1.7,0.3,0.8,2.7,4.1,16.5,0.4,29.6,2,0,7,5,4,7,9,10,10,2,11,9,11,6,6,9,2,11,10,8,6,7,12,3,2,6,10,6,10,8,1
11,Stephen Jackson,2006-07,TOT,75,43,32,0.573,33.0,5.5,12.6,0.433,1.3,4.1,0.322,3.2,4.0,0.813,0.8,2.1,3.0,3.8,2.4,1.1,0.5,0.7,2.7,3.1,15.5,1.9,27.1,1,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,1,2,3,2,2,1,2,2,1,2,2,1
12,Stephen Jackson,2006-07,GSW,38,23,15,0.605,34.0,6.0,13.5,0.446,1.6,4.6,0.341,3.2,4.0,0.804,1.2,2.2,3.3,4.6,2.7,1.3,0.4,0.8,3.0,3.2,16.8,3.6,30.1,1,0,11,10,12,7,8,8,9,1,7,7,4,8,8,8,3,13,11,3,7,6,9,8,2,5,7,2,8,6,3
13,Stephen Jackson,2006-07,IND,37,20,17,0.541,32.0,4.9,11.6,0.419,1.1,3.7,0.297,3.2,3.9,0.822,0.5,2.1,2.6,3.1,2.2,0.9,0.5,0.7,2.4,2.9,14.1,0.2,23.9,0,0,12,12,10,10,10,10,10,7,12,11,12,7,9,5,13,15,15,7,12,14,2,9,9,7,10,10,10,12,3
8,Juwan Howard,2006-07,HOU,80,52,28,0.65,26.5,3.9,8.3,0.465,0.0,0.0,0.0,1.9,2.4,0.824,1.7,4.2,5.9,1.6,1.4,0.4,0.1,0.5,2.6,1.7,9.7,0.9,19.2,9,0,4,1,9,6,13,13,13,10,2,13,2,11,12,4,12,11,11,11,12,14,14,12,13,2,12,3,13,8,1
6,Luther Head,2006-07,HOU,80,51,29,0.638,27.6,3.8,8.8,0.437,2.2,5.0,0.441,1.0,1.3,0.79,0.4,2.8,3.2,2.4,1.7,1.0,0.1,0.5,1.7,1.1,10.9,0.6,19.6,0,0,1,1,2,1,2,1,1,2,1,1,1,3,3,4,3,2,2,2,1,3,6,2,3,2,1,2,1,2,1
7,Rafer Alston,2006-07,HOU,82,52,30,0.634,37.1,4.7,12.4,0.375,2.3,6.5,0.363,1.6,2.2,0.734,0.4,3.1,3.4,5.4,2.1,1.6,0.1,0.4,2.4,1.7,13.3,5.6,28.5,3,0,1,1,5,3,2,3,2,7,1,1,5,5,5,6,6,3,4,3,5,3,8,8,5,4,2,1,3,4,2
9,Shane Battier,2006-07,HOU,82,52,30,0.634,36.4,3.6,8.0,0.446,1.9,4.5,0.421,1.1,1.4,0.779,0.8,3.3,4.1,2.1,0.9,1.0,0.7,0.3,2.3,2.3,10.1,4.5,22.5,1,0,1,3,8,6,2,3,2,4,1,2,2,7,7,6,12,5,9,5,7,7,11,5,7,2,2,2,7,8,1
7,Tracy McGrady,2006-07,HOU,71,50,21,0.704,35.8,9.0,20.8,0.431,1.8,5.4,0.331,4.9,6.9,0.707,0.8,4.5,5.3,6.5,3.0,1.3,0.5,0.8,1.9,5.3,24.6,5.7,43.1,15,0,7,1,10,1,8,6,7,9,4,4,10,7,7,11,11,7,9,1,1,6,10,6,7,2,6,1,7,4,5
3,Yao Ming,2006-07,HOU,48,32,16,0.667,33.8,8.8,17.1,0.516,0.0,0.0,0.0,7.4,8.6,0.862,2.1,7.3,9.4,2.0,3.5,0.4,2.0,1.3,3.3,6.9,25.0,6.2,42.7,20,0,7,6,7,1,3,1,1,5,3,1,3,1,1,3,7,3,4,2,1,6,3,1,5,1,1,1,1,7,1
10,Danny Granger,2006-07,IND,82,35,47,0.427,34.0,4.9,10.6,0.459,1.3,3.5,0.382,2.9,3.6,0.803,1.4,3.3,4.6,1.4,1.6,0.8,0.7,0.5,3.0,2.9,13.9,-1.8,24.6,3,0,1,4,1,7,5,6,6,2,6,6,4,6,6,8,2,6,7,6,6,6,6,7,3,6,6,8,6,5,1
5,Jamaal Tinsley,2006-07,IND,72,31,41,0.431,31.1,4.8,12.3,0.389,0.8,2.7,0.316,2.4,3.3,0.72,0.8,2.5,3.3,6.9,2.8,1.6,0.3,0.8,2.6,2.8,12.8,-1.2,30.3,7,0,3,5,1,9,3,2,2,6,4,4,3,2,2,6,2,5,5,4,4,5,2,1,4,1,2,10,3,4,2
9,Jermaine O'Neal,2006-07,IND,69,32,37,0.464,35.6,7.2,16.5,0.436,0.0,0.1,0.0,5.0,6.5,0.767,2.2,7.4,9.6,2.4,2.9,0.7,2.6,1.4,3.4,6.1,19.4,0.1,41.7,34,0,7,8,3,15,4,6,3,16,6,7,6,3,4,3,5,4,5,2,3,3,2,5,6,2,5,15,4,5,2
12,Mike Dunleavy,2006-07,TOT,82,34,48,0.415,31.5,4.7,10.4,0.452,0.9,2.7,0.313,2.6,3.3,0.784,1.0,4.2,5.3,2.8,1.8,1.0,0.3,0.4,2.5,3.0,12.8,-1.0,25.3,7,0,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
13,Mike Dunleavy,2006-07,IND,43,15,28,0.349,35.6,5.1,11.2,0.454,0.8,2.8,0.283,3.1,3.9,0.792,1.0,4.7,5.7,2.6,1.8,1.1,0.2,0.3,2.8,3.4,14.0,-1.5,26.8,4,0,12,14,10,17,2,4,4,4,16,13,17,2,2,10,4,2,2,5,5,1,11,9,1,2,3,14,2,3,1
14,Mike Dunleavy,2006-07,GSW,39,19,20,0.487,27.0,4.3,9.5,0.449,0.9,2.7,0.346,2.0,2.6,0.772,1.0,3.8,4.8,3.0,1.8,1.0,0.3,0.4,2.1,2.6,11.4,-0.4,23.7,3,0,13,12,13,6,10,7,7,6,13,14,14,6,6,15,3,7,6,2,4,4,10,4,7,5,8,9,7,5,1
9,Chris Kaman,2006-07,LAC,75,38,37,0.507,29.0,3.9,8.7,0.451,0.0,0.0,0.0,2.2,3.0,0.741,2.1,5.7,7.8,1.1,2.0,0.5,1.5,0.6,3.3,2.5,10.1,-2.3,25.4,14,0,4,3,3,4,6,9,9,12,2,9,2,4,4,9,6,5,5,8,6,4,3,9,2,5,9,9,7,6,1
6,Corey Maggette,2006-07,LAC,75,37,38,0.493,30.5,4.9,10.8,0.454,0.2,0.9,0.2,6.9,8.4,0.82,1.2,4.7,5.9,2.8,2.7,0.9,0.2,0.9,3.3,5.7,16.9,1.2,28.6,9,0,2,1,9,2,6,8,9,6,13,11,13,4,4,8,6,2,2,3,4,4,5,9,3,3,7,2,6,2,1
2,Cuttino Mobley,2006-07,LAC,78,38,40,0.487,36.4,5.0,11.3,0.44,1.3,3.2,0.411,2.6,3.1,0.837,0.7,2.8,3.4,2.5,1.9,1.2,0.3,0.4,2.4,2.3,13.8,-0.3,24.3,0,0,5,5,4,8,7,10,10,2,6,9,3,7,7,5,7,9,9,7,7,6,11,12,5,2,9,7,9,9,1
9,Elton Brand,2006-07,LAC,80,40,40,0.5,38.5,8.1,15.1,0.533,0.0,0.0,1.0,4.4,5.8,0.761,3.4,6.0,9.3,2.9,2.5,1.0,2.2,0.7,3.0,5.0,20.5,0.3,43.2,38,0,4,3,7,5,5,2,5,2,2,13,1,8,8,6,7,7,8,3,5,7,3,10,8,2,2,5,4,7,2
3,Sam Cassell,2006-07,LAC,58,31,27,0.534,24.3,4.5,10.8,0.418,0.6,1.9,0.294,2.8,3.1,0.879,0.5,2.4,2.9,4.7,1.7,0.5,0.1,0.4,2.2,2.8,12.3,1.6,22.9,3,0,9,9,6,6,15,13,13,13,8,8,11,13,12,4,12,9,10,12,15,16,11,12,14,2,15,8,15,10,3
