,PLAYER_NAME,GROUP_VALUE,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK
0,John Collins,2021-22,ATL,37,15,22,0.405,32.4,6.5,11.9,0.543,1.4,3.1,0.443,2.9,3.7,0.794,1.8,6.0,7.8,1.9,1.2,0.6,1.1,0.8,3.1,3.9,17.3,0.9,33.5,10,0,5,4,5,2,2,4,4,5,2,3,1,3,2,3,5,3,3,2,5,2,2,4,3,1,4,2,3,5,1
0,Trae Young,2021-22,ATL,38,15,23,0.395,34.6,9.4,20.8,0.454,2.7,7.4,0.365,6.0,6.7,0.898,0.7,3.2,3.9,9.3,4.1,1.0,0.1,1.4,1.7,5.6,27.6,0.1,45.4,19,0,4,4,4,2,2,1,2,1,2,2,1,3,3,1,2,3,2,3,3,2,4,1,4,3,2,2,2,4,3
0,Jaylen Brown,2021-22,BOS,30,15,15,0.5,34.7,8.8,19.2,0.459,2.8,7.6,0.367,3.8,4.9,0.777,0.9,5.6,6.4,3.0,3.1,1.2,0.5,1.4,2.7,4.5,24.2,3.9,38.2,5,1,6,6,6,6,1,2,1,5,2,1,4,1,1,1,5,1,1,2,1,2,2,1,3,1,2,3,2,3,1
0,Jayson Tatum,2021-22,BOS,40,20,20,0.5,36.7,8.8,21.1,0.417,2.7,8.3,0.327,5.2,6.1,0.848,1.2,7.4,8.6,3.8,3.0,1.0,0.8,1.2,2.5,4.7,25.5,3.5,43.8,13,0,5,5,4,5,1,2,1,5,3,1,5,1,1,3,1,1,1,2,1,5,2,1,1,1,2,4,2,2,2
0,James Harden,2021-22,BKN,37,24,13,0.649,36.8,6.6,15.7,0.419,2.4,7.2,0.338,7.1,8.1,0.877,0.9,7.1,8.0,10.0,4.7,1.4,0.8,1.3,2.4,5.9,22.7,2.4,49.0,24,7,12,13,11,9,4,11,11,13,9,8,14,9,9,3,3,2,3,4,3,9,2,6,8,8,11,12,7,5,3
0,Kevin Durant,2021-22,BKN,36,24,12,0.667,36.5,10.5,20.3,0.52,1.9,5.0,0.372,6.3,7.1,0.894,0.6,6.9,7.4,5.8,3.0,0.8,0.9,0.7,1.9,5.6,29.3,3.0,49.0,11,2,12,10,11,8,7,1,3,4,8,9,10,6,6,4,11,5,6,2,9,11,10,4,9,4,3,12,3,12,3
0,Gordon Hayward,2021-22,CHA,42,23,19,0.548,33.4,6.3,13.3,0.472,1.8,4.6,0.392,3.0,3.5,0.855,0.8,4.0,4.8,3.7,1.7,0.9,0.5,0.6,1.7,3.2,17.3,-0.8,31.2,1,0,11,10,10,4,7,6,7,5,3,4,5,7,8,1,5,7,7,5,7,6,3,8,6,7,6,10,7,8,1
0,Kelly Oubre Jr.,2021-22,CHA,40,21,19,0.525,28.2,6.1,13.3,0.458,2.9,7.8,0.373,1.6,2.3,0.674,1.0,3.0,3.9,1.2,1.1,1.1,0.4,0.7,2.5,2.0,16.6,-0.3,26.4,1,0,6,6,7,3,4,2,3,1,1,1,1,6,6,7,4,6,6,4,5,3,6,6,5,6,3,1,4,4,1
0,LaMelo Ball,2021-22,CHA,37,20,17,0.541,31.9,7.0,16.7,0.421,2.7,7.3,0.369,2.6,2.9,0.881,1.6,5.6,7.2,7.6,3.0,1.7,0.4,0.7,3.0,2.9,19.4,0.6,42.7,13,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
0,Miles Bridges,2021-22,CHA,41,21,20,0.512,36.1,7.4,15.6,0.473,1.9,6.0,0.317,2.9,3.8,0.761,1.3,5.9,7.2,3.6,1.8,1.1,0.9,0.8,2.6,3.3,19.6,1.3,37.7,7,0,4,4,4,1,1,1,1,2,1,1,4,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1
0,Terry Rozier,2021-22,CHA,34,18,16,0.529,32.4,6.7,15.5,0.434,2.9,7.8,0.379,1.9,2.3,0.808,0.7,3.3,4.0,3.5,1.1,1.2,0.4,0.7,1.4,2.0,18.3,-0.7,32.2,0,0,7,7,6,5,3,2,2,2,2,2,4,3,3,3,3,5,4,3,3,2,1,2,4,3,2,4,2,6,2
0,DeMar DeRozan,2021-22,CHI,38,26,12,0.684,34.7,9.2,18.9,0.488,0.7,1.9,0.352,6.6,7.7,0.856,0.8,4.4,5.2,4.8,2.1,0.8,0.3,1.2,2.2,5.8,25.7,5.1,40.4,3,0,13,11,13,2,9,2,2,4,3,3,1,3,4,2,5,3,4,5,8,11,4,4,7,1,2,2,2,6,2
0,Zach LaVine,2021-22,CHI,38,25,13,0.658,34.0,9.0,18.4,0.491,2.9,7.2,0.412,3.9,4.5,0.872,0.3,4.4,4.8,4.2,2.8,0.6,0.3,0.9,1.6,3.6,24.9,1.5,36.9,0,0,7,3,8,1,5,2,3,2,3,3,2,4,4,1,8,1,3,4,4,8,4,5,8,4,3,1,3,5,1
