,PLAYER_NAME,GROUP_VALUE,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK
5,Dirk Nowitzki,2013-14,DAL,80,48,32,0.6,32.9,7.9,15.9,0.497,1.6,4.1,0.398,4.2,4.7,0.899,0.5,5.7,6.2,2.7,1.5,0.9,0.6,0.2,2.1,4.7,21.7,4.0,36.2,6,0,6,12,5,13,14,9,12,3,6,6,7,13,13,4,18,16,17,6,15,6,18,17,17,8,12,12,12,16,3
7,Jose Calderon,2013-14,DAL,81,49,32,0.605,30.5,4.2,9.2,0.456,2.4,5.2,0.449,0.6,0.8,0.825,0.4,2.0,2.4,4.7,1.3,0.9,0.1,0.2,1.7,1.2,11.4,0.0,22.9,1,0,2,1,9,1,5,4,2,10,1,1,3,11,10,12,7,9,8,10,11,7,1,11,7,9,3,5,7,11,2
3,Monta Ellis,2013-14,DAL,82,49,33,0.598,36.9,7.0,15.6,0.451,0.8,2.5,0.33,4.1,5.2,0.788,0.5,3.1,3.6,5.7,3.2,1.7,0.3,0.5,2.4,4.6,19.0,0.6,34.7,6,0,1,2,7,2,6,8,8,4,7,7,4,3,3,4,8,6,5,4,3,6,11,9,8,4,6,5,6,3,1
1,Shawn Marion,2013-14,DAL,76,44,32,0.579,31.7,4.5,9.3,0.482,0.8,2.1,0.358,0.7,0.9,0.785,1.7,4.8,6.5,1.6,1.3,1.2,0.5,0.4,1.6,0.7,10.4,-1.8,24.5,9,0,9,7,5,10,13,16,16,9,7,7,3,17,17,12,17,14,15,14,15,11,17,18,15,11,16,14,16,14,1
6,Vince Carter,2013-14,DAL,81,49,32,0.605,24.4,4.1,10.0,0.407,1.8,4.6,0.394,2.0,2.4,0.821,0.8,2.7,3.5,2.6,1.3,0.8,0.4,0.3,2.6,2.5,11.9,2.1,22.3,1,0,3,2,11,4,19,17,17,19,7,8,5,16,16,4,14,17,16,15,15,18,15,18,15,8,17,10,17,13,5
10,Evan Fournier,2013-14,DEN,76,35,41,0.461,19.8,3.0,7.2,0.419,1.2,3.1,0.376,1.2,1.6,0.756,0.4,2.2,2.7,1.5,1.3,0.4,0.1,0.4,2.4,1.4,8.4,0.1,14.1,0,0,3,2,3,5,10,10,10,11,10,10,9,8,8,8,5,9,8,10,9,11,7,10,7,8,10,4,10,3,1
4,JJ Hickson,2013-14,DEN,69,31,38,0.449,26.9,4.8,9.5,0.508,0.0,0.1,0.0,2.2,4.2,0.517,3.0,6.2,9.2,1.4,1.9,0.7,0.7,0.9,2.6,3.2,11.8,-2.7,27.3,26,0,5,4,4,4,4,4,3,6,1,1,1,4,2,8,3,2,2,1,2,1,2,2,2,3,4,5,4,3,1
7,Kenneth Faried,2013-14,DEN,80,36,44,0.45,27.2,5.6,10.3,0.545,0.0,0.0,0.0,2.5,3.9,0.65,3.0,5.6,8.6,1.2,1.7,0.9,0.9,0.8,2.4,3.5,13.7,-2.0,29.3,27,0,1,2,2,6,3,1,1,7,5,5,5,2,1,6,7,3,4,1,1,2,4,5,6,2,1,9,1,2,1
5,Randy Foye,2013-14,DEN,81,36,45,0.444,30.7,4.5,10.8,0.413,2.3,6.1,0.38,1.9,2.3,0.849,0.4,2.4,2.9,3.5,1.8,0.8,0.5,0.5,2.5,1.6,13.2,-1.6,24.1,4,0,3,3,5,4,3,3,3,4,1,1,4,4,4,6,3,3,3,3,4,3,1,4,3,3,2,5,3,1,1
6,Timofey Mozgov,2013-14,DEN,82,36,46,0.439,21.6,3.5,6.6,0.523,0.0,0.3,0.167,2.4,3.2,0.754,2.1,4.4,6.4,0.8,1.5,0.3,1.2,0.6,2.6,2.8,9.4,0.3,21.4,10,0,1,2,1,7,3,2,2,6,3,2,3,1,1,4,3,3,3,3,2,5,1,3,2,1,2,3,3,1,1
5,Ty Lawson,2013-14,DEN,62,29,33,0.468,35.8,5.6,13.0,0.431,1.2,3.3,0.356,5.2,6.5,0.798,0.6,2.8,3.5,8.8,3.2,1.6,0.2,0.9,1.8,5.0,17.6,-0.8,37.0,23,0,6,5,3,6,1,3,2,7,3,2,6,1,1,2,4,2,2,2,1,1,1,3,2,1,1,7,1,2,2
7,Wilson Chandler,2013-14,DEN,62,27,35,0.435,31.1,5.0,11.9,0.416,2.0,5.7,0.348,1.8,2.5,0.724,0.9,3.8,4.7,1.8,1.3,0.7,0.5,0.5,3.1,1.7,13.6,-2.8,24.5,2,0,6,6,5,10,6,6,6,11,1,1,5,6,5,11,10,11,10,7,9,5,7,5,1,5,6,13,7,7,1
12,Andre Drummond,2013-14,DET,81,29,52,0.358,32.3,5.9,9.5,0.623,0.0,0.0,0.0,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.4,1.2,1.6,0.5,3.4,3.2,13.5,-2.9,37.3,57,0,2,6,1,11,5,9,9,1,7,10,7,9,9,8,1,9,8,12,11,8,5,10,5,10,9,9,9,4,1
8,Brandon Jennings,2013-14,DET,80,28,52,0.35,34.1,5.3,14.2,0.373,1.9,5.7,0.337,3.0,4.0,0.751,0.7,2.3,3.1,7.6,2.7,1.3,0.1,0.6,2.0,2.9,15.5,-2.3,32.0,18,0,2,4,1,11,4,6,5,7,3,3,6,2,1,8,2,5,5,1,1,5,7,6,3,4,4,9,3,1,2
14,Greg Monroe,2013-14,DET,82,29,53,0.354,32.8,6.1,12.4,0.497,0.0,0.0,0.0,2.9,4.5,0.657,3.1,6.1,9.3,2.1,2.0,1.1,0.6,1.3,2.5,3.7,15.2,-1.8,32.5,35,0,1,4,1,12,2,4,2,11,2,8,2,5,3,9,4,3,4,9,4,6,6,2,2,3,5,9,5,2,3
7,Josh Smith,2013-14,DET,77,28,49,0.364,35.5,6.7,16.0,0.419,0.9,3.4,0.264,2.1,3.9,0.532,1.3,5.4,6.8,3.3,2.6,1.4,1.4,0.5,2.6,3.5,16.4,-2.5,35.2,12,0,4,8,3,12,3,3,2,11,3,3,8,10,9,10,12,7,9,8,4,5,11,10,10,8,5,9,8,8,4
6,Kyle Singler,2013-14,DET,82,29,53,0.354,28.5,3.3,7.3,0.447,1.1,3.0,0.382,1.9,2.2,0.826,1.4,2.3,3.7,0.9,1.0,0.7,0.5,0.5,2.6,1.9,9.6,-2.8,18.0,1,0,1,2,1,6,1,2,2,1,2,2,3,1,1,1,1,2,2,3,2,1,1,2,2,1,1,7,1,1,1
3,Rodney Stuckey,2013-14,DET,73,27,46,0.37,26.7,5.1,11.7,0.436,0.3,1.2,0.273,3.3,4.0,0.836,0.5,1.8,2.3,2.1,1.7,0.7,0.1,0.7,1.8,2.9,13.9,-2.2,20.7,0,0,3,5,3,7,6,3,3,4,7,7,7,4,4,2,7,9,8,10,6,8,8,7,7,6,4,9,7,6,1
5,David Lee,2013-14,GSW,69,42,27,0.609,33.2,7.4,14.2,0.523,0.0,0.0,0.0,3.3,4.3,0.78,2.6,6.7,9.3,2.1,2.2,0.7,0.4,1.4,3.0,3.1,18.2,6.8,33.6,34,0,7,3,9,3,6,4,4,8,2,9,2,2,2,8,8,6,7,6,5,7,9,2,5,4,4,1,6,5,4
10,Harrison Barnes,2013-14,GSW,78,48,30,0.615,28.3,3.5,8.7,0.399,0.8,2.4,0.347,1.7,2.3,0.718,0.8,3.1,4.0,1.5,1.1,0.8,0.3,0.5,2.0,2.0,9.5,-0.6,18.7,1,0,4,3,6,3,10,10,9,11,10,10,11,9,9,11,8,11,11,7,8,1,1,8,2,10,10,5,10,8,1
6,Klay Thompson,2013-14,GSW,81,51,30,0.63,35.4,6.9,15.5,0.444,2.8,6.6,0.417,1.8,2.3,0.795,0.5,2.6,3.1,2.2,1.7,0.9,0.5,0.6,2.9,2.1,18.4,6.6,27.9,1,0,2,6,3,6,2,6,6,6,6,7,4,4,4,9,4,7,7,4,6,4,8,3,2,4,6,4,6,2,1
8,Stephen Curry,2013-14,GSW,78,50,28,0.641,36.5,8.4,17.7,0.471,3.3,7.9,0.424,3.9,4.5,0.885,0.6,3.7,4.3,8.5,3.8,1.6,0.2,0.4,2.5,4.0,24.0,7.4,43.7,28,4,5,5,4,7,2,7,7,8,9,9,8,7,7,11,11,9,9,1,1,5,10,11,4,4,7,7,7,1,1
6,Chandler Parsons,2013-14,HOU,74,50,24,0.676,37.6,6.3,13.3,0.472,1.8,4.7,0.37,2.2,3.0,0.742,0.9,4.6,5.5,4.0,1.9,1.2,0.4,0.9,2.3,2.6,16.6,4.4,32.0,7,0,2,1,5,1,1,1,1,3,3,3,5,1,1,3,4,1,1,1,1,1,3,2,1,2,1,1,1,2,1
8,Dwight Howard,2013-14,HOU,71,48,23,0.676,33.8,6.7,11.3,0.591,0.0,0.1,0.286,4.9,9.0,0.547,3.3,8.9,12.2,1.8,3.2,0.8,1.8,1.1,3.4,6.7,18.3,4.8,40.4,47,0,11,6,10,5,9,5,5,11,4,4,5,6,7,12,12,9,11,3,5,11,8,1,5,7,6,6,7,10,2
10,James Harden,2013-14,HOU,73,48,25,0.658,38.0,7.5,16.5,0.456,2.4,6.6,0.366,7.9,9.1,0.866,0.8,3.9,4.7,6.1,3.6,1.6,0.4,0.8,2.4,5.8,25.4,5.6,42.5,14,1,8,6,7,7,3,8,10,3,10,10,7,8,8,5,6,11,11,10,11,7,11,11,9,9,8,3,11,9,9
7,Jeremy Lin,2013-14,HOU,71,48,23,0.676,28.9,4.2,9.3,0.446,1.2,3.2,0.358,3.1,3.7,0.823,0.5,2.2,2.6,4.1,2.5,1.0,0.4,0.6,2.3,3.2,12.5,2.5,23.4,3,1,4,1,5,1,2,5,6,3,2,2,4,4,5,3,3,7,6,5,4,6,4,7,4,8,5,2,5,3,1
6,Terrence Jones,2013-14,HOU,76,51,25,0.671,27.3,5.1,9.4,0.542,0.4,1.3,0.307,1.6,2.6,0.605,2.1,4.8,6.9,1.1,0.9,0.7,1.3,0.8,1.8,2.0,12.1,1.6,27.2,18,0,1,1,3,3,1,1,2,1,2,3,3,3,3,5,2,1,1,2,4,2,2,2,2,2,1,2,1,1,1
4,David West,2013-14,IND,80,54,26,0.675,30.9,5.7,11.7,0.488,0.1,0.2,0.267,2.5,3.1,0.789,1.5,5.3,6.8,2.8,1.7,0.8,0.9,0.6,2.3,2.9,14.0,5.1,29.7,8,0,2,3,8,5,8,8,8,8,8,7,7,8,8,8,11,7,9,4,8,8,4,8,9,7,8,2,8,9,2
14,George Hill,2013-14,IND,76,50,26,0.658,32.0,3.6,8.1,0.442,1.3,3.4,0.365,1.9,2.3,0.807,0.7,3.0,3.7,3.5,1.2,1.0,0.3,0.4,2.1,2.6,10.3,4.2,22.6,0,0,3,3,5,7,3,9,9,12,8,6,12,6,7,8,6,4,4,5,9,5,6,7,6,7,9,6,5,5,2
13,Lance Stephenson,2013-14,IND,78,53,25,0.679,35.3,5.5,11.2,0.491,1.1,3.1,0.352,1.8,2.5,0.711,1.2,5.9,7.2,4.6,2.7,0.7,0.1,0.6,2.5,2.6,13.8,3.6,29.0,20,5,2,1,5,2,1,2,2,2,2,2,5,2,2,4,1,1,1,2,1,4,9,3,3,2,2,3,1,1,1
3,Luis Scola,2013-14,IND,82,56,26,0.683,17.1,3.2,6.8,0.47,0.0,0.1,0.143,1.2,1.7,0.728,1.0,3.7,4.8,1.0,1.3,0.3,0.2,0.4,2.0,1.5,7.6,0.0,15.1,1,0,1,1,9,1,9,9,9,8,5,5,6,8,8,6,10,8,8,9,6,10,8,9,9,8,9,6,9,9,1
8,Paul George,2013-14,IND,80,54,26,0.675,36.2,7.2,17.0,0.424,2.3,6.3,0.364,5.0,5.8,0.864,0.8,6.0,6.8,3.5,2.8,1.9,0.3,0.8,2.5,4.8,21.7,4.6,38.8,12,1,2,1,7,4,4,7,6,8,8,8,9,3,3,5,7,5,5,7,6,4,11,5,8,4,7,5,6,4,1
5,Roy Hibbert,2013-14,IND,81,55,26,0.679,29.7,4.1,9.3,0.439,0.0,0.1,0.4,2.6,3.3,0.77,2.5,4.1,6.6,1.1,1.8,0.4,2.2,0.6,3.3,3.3,10.8,4.4,26.4,15,0,1,1,7,2,2,6,6,10,2,2,2,2,3,4,3,5,5,6,4,6,2,6,3,3,5,2,4,5,2
12,Blake Griffin,2013-14,LAC,80,56,24,0.7,35.8,9.0,17.0,0.528,0.2,0.6,0.273,6.0,8.4,0.715,2.4,7.1,9.5,3.9,2.8,1.2,0.6,0.8,3.3,7.3,24.1,7.1,43.8,43,1,2,1,5,2,3,1,5,3,10,9,10,1,2,10,3,3,3,7,3,2,2,6,1,3,2,3,2,2,4
8,Chris Paul,2013-14,LAC,62,44,18,0.71,35.0,6.5,14.0,0.467,1.3,3.4,0.368,4.8,5.6,0.855,0.6,3.7,4.3,10.7,2.3,2.5,0.1,0.5,2.5,4.5,19.1,8.5,45.6,39,0,11,9,14,4,8,7,7,11,9,9,10,3,4,12,11,11,10,3,10,4,14,6,4,7,5,4,3,4,12
6,Darren Collison,2013-14,LAC,80,56,24,0.7,25.9,4.1,8.7,0.467,0.9,2.4,0.376,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.7,1.2,0.2,0.5,1.9,2.1,11.4,2.7,22.2,1,0,2,1,9,1,10,9,9,8,6,6,6,5,5,6,1,10,8,10,8,5,4,8,3,6,8,1,10,10,2
10,DeAndre Jordan,2013-14,LAC,82,57,25,0.695,35.0,4.2,6.3,0.676,0.0,0.0,0.0,2.0,4.6,0.428,4.0,9.5,13.6,0.9,1.5,1.0,2.5,0.4,3.2,3.8,10.4,6.0,36.9,42,0,1,1,12,1,1,5,7,6,2,8,2,7,4,11,3,6,6,8,4,2,1,5,1,6,7,2,3,4,1
